FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,DONATION,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE,DAILY_STRESS,ACHIEVEMENT
5,4,6,5,2,3,6,0.7935611795732556,7,3,7,5,0,2,2,0,9,4,659.7890143485974,3,1
1,9,9,10,10,3,9,0.2844662315935958,7,9,6,0,2,2,9,0,10,1,716.6230822431385,5,1
1,1,4,1,1,0,2,1.2750918427786582,2,2,7,0,6,1,2,2,2,1,602.0799265257771,1,1
4,2,3,0,3,4,4,3.3178681823481475,2,0,7,9,1,1,4,3,4,2,616.1260492303119,3,1
1,7,4,9,9,0,3,1.0,1,3,6,1,6,1,1,0,10,2,623.0970319745621,5,1
2,3,4,2,2,2,3,1.6452898375257168,4,3,6,2,2,2,2,1,6,3,634.4431999024033,1,1
2,10,4,2,3,0,4,1.21274781543313,1,1,7,0,1,2,2,1,5,2,648.86505144635,1,1
2,3,2,2,3,1,4,2.4011879140389825,7,3,6,8,3,1,1,1,5,2,606.0475277603161,3,1
1,0,5,6,10,2,3,3.5425943225835717,2,1,6,0,4,2,8,0,1,3,646.3,4,1
2,9,9,6,10,3,7,3.5720063161441553,8,6,6,0,1,2,8,1,8,1,718.1258143937358,4,1
3,3,3,2,3,1,2,3.0,6,1,6,10,2,1,3,1,6,2,605.3165594462232,4,1
2,3,3,4,3,1,8,5.813559717700382,3,2,5,0,0,2,3,2,7,3,670.6738735855528,0,1
4,2,5,2,3,1,8,0.0756461404544595,7,4,5,9,5,2,3,1,3,3,624.8562723331365,5,1
1,2,4,1,3,0,5,2.669602616133962,4,7,7,4,0,2,1,3,6,2,637.8215895354641,1,1
2,5,2,0,2,0,6,2.8211162995631254,2,0,5,0,0,1,0,3,6,2,611.7984989776279,2,1
2,1,3,1,3,1,4,0.0,4,2,7,0,7,1,0,0,8,2,610.5163196252736,3,1
2,3,5,10,10,3,6,2.97222234090613,4,7,6,2,2,2,6,5,10,3,687.4638890431779,2,1
2,4,6,1,3,1,3,2.0,2,2,6,10,0,2,2,2,5,2,629.987823572891,1,1
2,2,1,1,2,0,8,1.3198680688965485,4,2,7,2,0,1,1,0,7,2,619.5524503108402,1,1
3,1,3,0,4,0,1,1.125526235220671,1,1,5,0,3,1,0,5,6,1,593.2636050939634,5,1
1,4,10,1,6,0,6,4.172565420478525,4,3,7,0,8,1,2,0,10,2,620.8441360980383,5,1
2,4,1,3,2,0,6,0.8096751371809322,2,0,8,0,1,1,3,2,8,3,608.7387005487237,1,1
4,7,4,2,4,2,5,2.0523388757865084,5,0,6,2,2,2,5,1,6,2,653.5994438639943,3,1
1,3,5,0,7,1,2,0.390952794608119,2,0,6,1,1,1,1,0,2,2,613.1976571787716,0,1
0,3,1,6,4,0,6,4.911167184462024,8,4,7,5,2,1,1,1,3,3,625.4548222912616,2,1
1,0,3,4,2,2,2,1.004519509295743,1,1,8,0,3,1,5,1,1,2,590.4144624297463,2,1
1,3,4,1,1,0,0,1.0,8,0,6,0,1,1,0,0,8,2,604.8447609052649,4,1
2,1,9,10,10,1,8,4.154617151076755,6,4,6,0,2,2,5,8,6,2,695.6924840520652,3,1
1,0,2,1,2,1,1,1.0,1,2,8,10,3,2,3,0,8,2,579.0970974872383,3,1
3,10,4,2,10,0,8,4.733697817676695,9,1,8,0,2,2,1,1,6,3,680.5509045699832,3,1
1,2,4,2,3,0,1,1.038334264045187,5,0,6,0,1,1,0,1,1,1,599.0233314719096,3,1
3,9,3,8,6,1,7,3.458247842480284,5,0,7,0,2,2,4,4,8,2,673.4538956043413,2,1
2,10,4,2,2,3,6,2.923510240542988,5,0,6,0,1,1,6,2,6,2,665.515286643877,5,1
1,8,4,5,8,0,0,0.11005581443218615,7,0,7,0,0,2,0,0,9,1,658.0081562804102,0,1
2,10,4,2,4,1,6,1.0513352563676834,6,2,7,0,5,2,3,1,4,2,649.9712376570859,2,1
2,7,3,2,3,0,3,0.8133724057473064,2,0,8,0,0,1,8,0,8,2,633.0034765396293,2,1
2,7,3,2,3,0,1,2.0304668957428023,2,1,7,0,0,1,1,1,6,3,633.9086915563738,0,1
2,3,2,2,3,1,5,2.001236679759409,7,4,6,8,4,1,1,1,5,2,606.498605234004,3,1
1,2,1,2,6,0,2,2.7310381951658016,4,1,5,0,1,1,3,2,2,2,598.5789671878247,4,1
2,4,6,4,8,2,4,2.981236374344304,8,4,6,0,1,2,9,3,9,3,711.3915115159228,0,1
3,0,3,7,10,3,2,1.2811399428919479,2,1,5,0,2,2,9,0,2,3,646.982647493442,2,1
1,2,2,1,9,0,1,3.0873685987799586,4,0,7,0,0,1,2,1,6,2,620.1502946764149,3,1
1,1,6,2,2,5,9,4.520683991929415,5,1,8,0,9,1,5,3,6,2,654.1516409042371,2,1
3,1,5,7,5,1,7,3.979677815989301,5,2,7,7,3,2,4,5,3,2,635.0,4,1
3,5,5,3,1,0,4,2.701180252256633,10,1,7,0,0,1,1,3,9,2,674.5664154400109,0,1
1,2,4,2,4,0,6,1.262819774992757,4,0,7,0,9,2,3,0,4,3,616.4051279099971,2,1
1,1,1,3,8,1,2,0.3673187462076244,4,0,5,7,2,2,3,0,2,2,589.2274925111219,5,1
2,5,3,0,2,0,5,2.2690298518084,2,1,5,0,1,2,0,3,6,1,611.6807089555425,3,1
0,3,5,1,7,5,6,0.8856853217202159,9,1,6,0,1,1,1,0,6,1,653.2699290382145,1,1
4,7,1,2,3,1,3,0.09293997233294977,2,2,6,0,1,2,9,0,2,2,632.3373582968034,1,1
4,3,5,4,2,3,3,0.7711417992962396,3,3,7,0,4,2,9,2,5,4,641.9432873010556,3,1
1,10,3,1,6,1,1,0.42419602341547,6,0,6,3,4,2,3,0,10,2,604.5028330995158,5,1
3,9,3,10,5,3,6,5.16347907833179,9,1,7,0,1,2,5,2,6,3,705.2940618924406,1,1
5,10,2,1,6,3,0,4.391513587340208,10,1,8,0,4,2,10,2,6,3,682.1,2,1
4,7,4,3,2,1,6,2.2026940924778646,8,5,8,0,2,2,1,4,8,1,690.4508120439253,0,1
1,1,3,3,4,1,2,3.0,8,8,6,0,7,2,1,1,8,2,628.4654615567001,3,1
4,3,9,4,7,4,4,2.230634610727324,7,0,6,6,2,2,2,0,3,2,662.544005669717,3,1
5,8,8,5,9,1,10,4.411754857632207,5,9,7,6,6,2,8,1,8,3,681.2764735427104,5,1
1,5,9,8,9,5,5,2.0,8,0,7,0,3,2,9,1,10,3,710.0134925898366,1,1
5,6,5,5,8,3,7,3.9749764943092374,3,1,7,0,4,2,6,1,3,2,682.5008654577774,2,1
1,2,1,2,5,0,2,2.4465349143785122,4,1,5,0,1,1,3,1,2,2,598.4509407114704,4,1
1,0,5,0,3,0,5,1.0,2,0,6,4,1,1,3,1,4,3,587.7112529933987,3,1
3,9,3,8,2,1,9,7.269355640601968,9,9,7,0,1,2,10,7,10,3,723.4882086781107,0,1
2,4,5,0,2,1,2,1.498512737605807,4,0,7,0,3,1,2,1,4,2,612.9123554765363,1,1
3,3,2,1,2,0,2,2.4758583246986907,6,0,6,10,1,1,3,0,5,2,605.2284220081393,4,1
2,1,7,5,8,1,4,1.7202964615285208,6,0,6,3,7,2,3,1,9,3,635.675827648103,3,1
2,3,2,1,5,0,1,0.7892686596467897,5,0,5,4,2,1,1,0,2,1,606.1219403984336,4,1
2,2,2,1,10,1,5,3.0,7,1,8,0,1,2,4,2,5,3,640.9886643367932,3,1
2,2,1,2,1,0,2,1.0,2,0,8,1,0,1,5,0,7,2,624.7182263019877,1,1
0,9,6,2,2,1,1,1.0,4,1,7,1,0,2,1,1,10,1,654.6797399413782,0,1
2,8,1,0,3,0,4,2.7237621469533,5,0,6,1,10,1,2,1,7,2,592.6640922410991,3,1
1,3,5,0,1,3,2,1.3334323967773714,2,2,6,0,8,1,2,0,5,2,583.4,5,1
2,1,3,1,3,1,1,0.7905234267897913,2,0,4,8,2,1,2,0,1,2,570.0710773600193,3,1
2,5,5,10,4,5,8,6.423342025931332,8,3,6,5,1,2,6,1,10,4,699.4073211636961,4,1
3,9,5,2,3,0,6,3.5676757651188673,6,1,6,0,1,1,2,1,9,2,654.63755262399,4,1
2,2,6,9,4,2,5,2.516531435748055,5,0,7,1,3,1,5,2,7,3,650.665832178605,3,1
1,2,2,6,8,4,7,6.506245080422928,1,3,4,8,1,2,3,4,3,3,653.85254882064,0,1
3,2,9,8,8,2,4,2.3027847743638064,1,1,6,0,1,1,5,3,3,2,671.238120588841,1,1
2,4,3,6,3,3,4,1.0,2,2,6,1,1,2,5,1,2,2,647.0012782111609,1,1
2,8,4,0,2,0,3,2.5508010799227505,2,0,9,0,0,2,0,3,8,2,649.4829800496099,0,1
5,1,5,4,10,1,5,1.1412780492755057,9,9,8,10,2,2,1,2,7,2,665.7640068315949,3,1
2,1,6,3,3,5,0,0.12149005633331475,1,2,6,0,0,2,6,0,7,3,640.8698567823916,0,1
2,1,0,0,1,1,3,1.5908292848630967,4,0,8,0,10,1,1,0,10,1,598.053464229728,4,1
1,4,3,0,3,0,4,1.1840874847129734,7,4,6,0,0,1,2,1,3,2,606.3343212637583,5,1
3,4,4,3,3,3,7,2.02289382497612,9,0,7,0,4,2,4,2,5,3,663.2206044424786,1,1
3,10,2,2,2,1,7,1.846208850331969,7,1,6,0,3,2,4,2,10,2,655.7692417700664,4,1
3,0,4,1,8,4,7,1.0,4,0,6,7,4,2,2,0,5,3,613.6397109227125,3,1
1,2,5,3,5,4,8,4.54679426084186,10,5,4,3,0,2,5,4,10,2,696.740033650295,0,1
1,0,2,3,3,1,0,0.4269585710691507,1,0,6,0,0,1,0,0,2,2,557.7853917142138,5,1
1,3,3,3,2,0,3,1.3249550802502137,5,0,7,5,1,1,2,0,4,1,621.2622158978552,1,1
2,10,4,2,3,1,4,2.575163350496625,2,4,8,0,1,2,1,3,3,2,652.2142933881825,3,1
1,4,3,3,6,3,2,2.4380633204135553,7,1,7,0,1,2,7,1,2,1,645.8165164478897,2,1
3,5,2,4,4,3,0,1.340896837638617,1,1,6,5,6,2,5,0,3,2,628.8953095247263,1,1
2,3,6,2,6,1,5,1.3936290555666244,10,1,7,1,0,2,3,0,8,2,664.6170646000398,2,1
2,4,4,2,4,2,5,1.8608019753824703,2,4,7,0,2,1,3,3,2,2,634.6398370041442,1,1
1,2,3,3,9,2,5,1.4021131221562522,8,4,6,0,2,2,2,2,7,2,665.0909953557888,4,1
3,7,4,3,1,1,6,2.1015914464889187,8,5,9,0,1,2,1,4,7,1,691.9470603337445,0,1
3,2,3,4,4,4,5,4.956236895279399,2,2,7,0,1,2,2,4,9,1,676.5641666789257,1,1
2,4,3,1,4,4,6,1.3971878779772466,1,2,7,4,1,2,3,1,3,2,649.0364662702345,1,1
2,4,6,3,6,1,2,1.1171898522465427,6,1,6,0,1,2,9,0,2,2,648.5213067736503,3,1
3,8,6,6,6,1,1,2.665227543340159,2,0,7,0,8,1,7,0,1,2,609.5989206575051,5,1
1,0,4,2,10,0,3,1.7564761777494504,9,3,6,0,2,1,0,3,0,2,609.8468069963627,4,1
4,3,3,3,3,1,5,1.2586932952203032,5,2,5,9,4,2,3,1,3,3,626.1564913823545,4,1
2,6,7,8,9,3,8,3.583974215854025,4,3,6,0,4,2,2,3,10,2,689.8793391200977,3,1
1,2,9,1,6,0,3,1.9761203751097776,4,6,8,0,5,1,0,1,9,2,618.5181030257825,5,1
1,1,5,1,4,2,0,0.2418032880400381,1,0,8,2,0,1,0,0,5,2,600.859426247276,1,1
1,10,3,2,4,1,6,1.8759383915790286,5,1,8,0,1,1,5,1,9,1,672.9262304942565,1,1
1,2,1,2,6,0,2,2.8909010179350614,4,1,5,0,1,1,3,2,2,2,598.6509054580708,4,1
3,2,4,3,2,2,8,1.9072867633478894,3,4,8,0,0,2,5,2,9,2,686.1586131332726,0,1
3,1,3,0,3,0,9,0.2031979184615169,9,0,6,0,0,2,1,0,7,3,646.0081545360731,1,1
2,6,4,0,4,0,3,2.426477622569279,2,0,8,0,0,1,0,3,8,2,647.8989769827166,0,1
2,6,5,9,3,0,8,1.2777526237492611,5,7,8,0,2,2,4,4,5,2,680.0388310346233,2,1
1,2,6,1,4,1,3,2.1485513624487345,3,2,7,0,5,1,3,0,3,2,605.5663037737962,3,1
1,0,2,1,9,1,1,0.0,4,1,4,1,1,2,1,0,1,2,584.9013360184864,4,1
1,2,4,6,9,4,8,6.792447282021705,1,3,4,10,1,2,3,5,2,3,654.1297498219599,0,1
2,3,3,0,3,0,1,1.402793632737784,6,0,7,0,3,1,2,0,2,1,612.5031775482132,1,1
3,3,5,2,2,0,2,0.3647982191445295,3,0,6,4,4,1,3,1,8,2,583.7081614246844,4,1
1,1,2,2,3,1,4,1.7469424055132008,3,3,5,0,6,1,2,0,4,2,582.7130283994189,4,1
1,4,3,2,10,0,5,2.5644410906788826,5,3,6,10,3,1,2,2,1,1,616.53597291634,3,1
1,0,4,3,2,0,0,0.9682979216495134,1,0,7,0,2,1,0,0,4,2,557.7538935331959,5,1
2,0,3,2,2,1,5,0.4235107013309567,5,0,7,8,2,2,0,1,2,2,604.1553137636025,2,1
1,3,5,3,5,1,5,1.5153984129811353,10,2,7,0,1,2,6,0,6,2,663.3030796825963,2,1
2,0,3,4,8,2,0,1.5853187195570637,10,1,6,5,8,1,2,0,3,2,607.2787316799858,5,1
2,6,8,6,9,1,8,6.982270880837616,6,5,6,0,2,2,7,6,2,3,706.558168663317,1,1
1,0,2,1,2,0,1,1.5947100964736778,2,7,7,9,9,1,0,0,3,1,542.5570397363605,5,1
3,5,6,4,8,2,3,3.0,9,5,6,0,1,2,9,4,9,4,711.8376454549593,0,1
0,0,3,0,1,0,1,1.8293352414500017,1,1,8,9,1,1,6,0,9,2,585.521864186115,1,1
1,3,3,1,3,1,2,1.0,1,0,7,5,2,1,0,2,2,1,593.0101850685614,4,1
0,2,1,3,10,2,3,3.262195389862808,9,10,6,1,1,2,4,2,4,1,661.5046813373787,5,1
3,5,5,5,10,3,6,4.256714995814853,5,5,5,0,2,2,3,7,8,3,685.4977310628728,4,1
1,1,1,3,2,1,3,1.177766387851248,4,0,5,4,7,1,2,1,2,2,565.3977458859835,5,1
4,3,6,4,8,2,6,0.6167638888613614,6,5,7,0,3,2,5,1,4,3,674.9008965277599,3,1
1,2,3,1,5,0,4,1.618051674287186,6,2,5,0,1,1,3,0,3,2,604.954870814282,4,1
5,10,6,10,10,2,4,2.2816834166375566,6,4,7,0,0,2,1,5,8,2,714.7612625624781,1,1
5,7,4,4,7,3,7,3.5422107903067728,6,1,7,0,1,2,2,2,1,2,686.8975629863006,1,1
1,3,3,2,4,0,7,2.393203986385668,5,3,6,0,0,1,2,1,6,2,655.9221354517841,0,1
1,1,8,7,3,0,1,0.22080262978563914,2,2,5,1,10,2,6,3,1,2,595.7598526229712,5,1
4,2,2,8,9,4,9,7.5647811799167295,4,1,5,5,0,1,0,7,5,2,675.1918985018661,0,1
1,5,4,1,1,0,0,0.8750602963919257,7,0,6,0,3,1,1,0,9,2,604.2734522925597,5,1
1,2,6,3,9,0,7,2.2206742965234665,2,3,7,10,1,2,3,1,9,1,656.8894580722764,0,1
2,5,3,1,3,0,3,1.7754907590833895,2,0,8,0,1,1,2,0,9,2,638.646454513377,1,1
3,5,4,2,10,0,5,2.7884405765541866,5,4,7,0,0,2,4,2,9,2,680.7112301746618,1,1
1,0,4,7,10,2,8,1.2143952872555994,5,3,6,3,0,2,10,0,2,3,646.0023992145426,3,1
4,5,2,3,10,1,8,5.345924204628002,8,0,5,0,1,2,6,1,7,3,683.0,3,1
2,1,7,8,1,4,2,2.2310614110467837,2,1,8,0,0,1,3,4,10,2,665.582368933504,1,1
1,2,2,2,3,0,4,2.7375544588757967,3,2,6,0,8,1,1,0,4,2,583.6458514862919,5,1
5,1,2,1,5,0,5,1.4816348465348623,3,1,7,0,3,1,4,2,5,2,628.0,3,1
3,1,2,9,9,1,3,1.3699468915355442,9,4,5,0,1,1,1,5,5,2,641.0554926972708,3,1
2,2,2,3,3,4,1,0.48519562814055706,4,1,9,0,7,1,2,1,10,2,611.497039125628,5,1
4,4,7,5,8,3,7,1.0661024751856616,8,1,7,0,0,2,2,1,4,2,681.8000619545146,3,1
3,10,5,0,1,0,7,7.005678969140232,7,2,7,0,0,1,3,7,9,2,674.3282654072556,1,1
1,0,2,8,9,1,3,0.0,1,4,8,0,0,1,3,0,1,2,598.5480175603708,4,1
4,10,10,7,9,3,6,2.837161243247871,8,2,7,0,3,2,10,3,7,2,722.625367532453,2,1
2,2,1,0,2,0,1,0.2096622641398519,1,0,6,10,0,1,2,0,3,2,566.5310873241723,4,1
1,0,1,0,1,0,1,0.0,1,0,7,10,7,1,1,0,10,2,559.4794373362818,3,1
4,4,5,1,6,1,5,3.276100691047022,3,0,7,0,1,2,6,1,10,2,658.6,3,1
2,9,4,0,5,4,1,0.078088920071611,1,1,5,0,1,1,3,0,6,3,625.7276690474101,3,1
1,1,4,1,4,1,2,1.5889662627467844,5,2,7,8,3,1,0,1,2,2,604.6551241765842,1,1
0,0,8,7,8,0,1,1.3235003949114739,2,2,5,0,2,1,4,0,1,2,611.2831815639329,4,1
1,2,2,1,1,3,6,1.0,2,0,7,0,1,2,0,1,1,4,599.8697707710553,2,1
1,1,1,4,2,0,3,0.3707011939892638,2,0,6,5,0,1,2,0,3,2,570.5491737013667,4,1
3,9,9,1,6,4,5,5.596413198717522,5,0,8,10,3,2,4,5,10,2,684.3618842649566,2,1
1,1,1,0,2,0,1,0.06461667984408614,1,0,7,10,0,1,2,0,3,3,565.9503145477157,5,1
5,1,1,2,4,0,7,1.0852664185740655,10,3,7,0,2,2,7,3,9,1,676.8465204465667,2,1
4,7,5,6,5,4,4,1.0652343999926144,1,1,8,0,1,2,9,4,3,3,677.1609375999705,4,1
2,0,6,5,7,5,6,4.633266296291114,4,1,5,7,5,1,3,1,4,2,627.2090922566588,4,1
3,4,3,2,6,0,1,3.264953692247494,5,3,6,0,9,1,1,1,0,1,582.0866049229967,5,1
3,3,3,2,3,0,2,1.7739375538427007,6,0,6,9,1,1,3,0,5,2,604.8412025462555,4,1
5,2,3,4,5,4,8,4.064077112021523,5,3,7,0,3,1,4,1,3,3,655.8522327726091,2,1
1,1,3,1,1,0,2,2.472856782668937,2,2,7,0,4,1,2,1,2,1,601.3077110875439,1,1
2,1,1,4,2,2,6,1.1271997626874497,2,4,7,10,1,1,1,0,10,3,595.6294298657646,4,1
2,0,1,2,1,0,0,0.13533960785958232,3,0,2,10,8,1,4,2,0,3,524.8812037647157,4,1
1,3,2,1,4,0,2,2.731397147228187,4,0,8,6,1,1,2,1,9,2,607.9085921028952,3,1
0,9,5,3,2,0,1,1.027390703493727,5,1,8,0,0,2,1,1,10,2,653.9027869348452,0,1
2,2,8,3,3,0,6,5.0,2,2,6,1,0,1,4,5,8,2,634.5242743711946,1,1
1,3,3,2,2,0,5,2.6140813111847363,2,1,6,0,0,1,3,0,7,2,622.3519931621316,2,1
1,3,3,2,10,0,4,2.859565231646946,5,2,6,10,3,1,1,2,1,1,617.6527895026514,3,1
1,1,3,1,4,1,0,0.6076062784715255,1,3,7,10,3,1,3,0,6,2,580.2227292354895,3,1
1,2,4,0,2,0,5,1.0112529662240726,6,0,7,2,0,1,2,1,3,1,621.6882538351185,1,1
2,3,4,0,9,2,0,2.2919876900120637,2,0,5,0,2,2,4,1,2,2,619.5190686514908,4,1
2,1,4,0,5,0,1,0.2671980880406834,4,0,8,7,0,1,1,0,1,1,578.4088761367832,0,1
3,9,4,2,10,0,8,5.0,9,0,7,0,1,2,3,1,6,3,681.2874004198607,3,1
1,4,10,3,10,5,4,1.1143377171734765,2,4,5,0,1,2,9,2,7,2,666.6029949505097,3,1
3,5,5,2,5,2,6,2.532990857732285,9,5,6,0,0,2,8,2,10,3,712.1133718990212,0,1
2,5,1,0,3,1,3,0.8983561508937372,4,0,8,0,1,2,6,0,7,4,633.2780273810725,0,1
0,0,1,1,1,1,3,1.7206322860652836,5,0,4,5,1,2,2,5,2,2,603.469201343524,3,1
1,0,3,2,2,1,0,0.0,1,0,7,0,1,1,1,0,4,2,557.8219304381984,5,1
2,3,3,10,2,2,7,3.506116865601569,4,1,7,8,0,2,9,4,6,2,651.5881512610433,3,1
1,0,7,7,10,1,4,1.0038666058969292,8,0,6,6,4,1,4,0,1,2,615.1876268611298,4,1
3,2,4,2,6,1,3,2.174867804071296,5,1,7,2,2,2,6,0,8,2,632.770390968649,2,1
5,2,7,5,4,2,8,6.504547896539018,5,1,7,0,3,1,2,2,4,4,656.4559122655007,1,1
3,10,6,9,6,4,3,0.6447133768034761,5,0,7,0,3,2,5,0,4,3,675.1346294256703,1,1
3,2,1,3,4,2,1,2.078109285378128,4,0,6,2,4,1,3,2,5,3,620.075044615491,4,1
4,9,5,0,1,0,6,6.79497603641733,8,2,7,0,0,1,1,7,10,2,674.8278197869159,1,1
2,3,3,3,2,2,2,0.8246698761354925,5,3,6,0,0,2,3,0,5,4,645.5359286503469,0,1
4,1,3,1,4,1,2,1.4927205409385795,3,0,7,0,3,2,2,2,4,3,627.8310840977745,2,1
4,7,5,6,5,4,4,4.512308227912698,7,2,7,0,2,1,3,1,6,2,671.1205259572697,4,1
3,7,5,6,2,1,9,6.473890495749797,4,10,6,8,0,1,4,7,10,2,709.2870245971374,0,1
4,4,8,1,5,1,4,2.023449457999737,9,2,8,2,1,1,3,1,8,2,666.7554460298005,4,1
3,1,2,0,2,0,5,1.0236364817147647,8,1,7,1,4,1,2,2,8,2,626.4263927955158,3,1
4,0,2,4,9,4,7,0.9521691796058945,2,2,4,10,2,2,10,0,1,2,635.6378199334877,4,1
4,3,4,3,2,1,2,0.0,1,0,7,10,10,1,9,0,6,3,590.1810548722511,5,1
1,1,10,4,10,5,6,1.0,7,3,7,0,8,2,8,1,1,1,669.12082798323,2,1
4,10,10,10,6,4,6,3.351178730837991,8,8,6,1,0,1,8,8,8,2,745.1210913566578,0,1
0,1,2,5,3,2,2,1.1348677348094718,8,0,5,1,9,1,1,1,2,2,593.2977403068975,4,1
1,5,5,0,3,0,3,1.8721781907572834,9,0,9,4,1,1,1,0,0,2,610.9411114372066,1,1
2,3,4,3,9,1,6,1.94134673876746,7,9,6,0,0,2,3,1,5,2,661.4538652413653,4,1
1,4,5,1,10,0,3,0.08211052556547332,2,1,6,2,0,1,1,1,1,1,604.035185785497,5,1
1,1,7,4,5,0,2,0.07799065830852002,2,0,6,2,5,2,4,0,2,2,614.0963645015723,2,1
4,7,9,10,10,4,2,1.9238938733419115,8,3,6,0,2,2,5,3,4,2,707.2065485773213,2,1
3,5,5,3,8,0,7,2.0084115911297262,10,1,6,0,1,2,3,2,9,3,685.0587832034644,1,1
4,2,9,4,6,2,5,6.91224987301201,10,2,7,10,0,2,10,7,10,3,699.2159004571567,2,1
1,0,2,1,4,1,2,0.0,6,0,5,0,5,1,1,1,5,3,571.0617707852057,5,1
4,5,2,9,2,4,0,1.0,7,0,6,7,4,1,6,1,3,1,620.1944391932614,5,1
1,3,1,4,1,0,6,1.064524080770671,9,1,5,0,9,1,5,1,2,2,605.096786121156,4,1
0,1,5,2,5,5,9,3.710981416804878,10,8,4,4,0,2,3,3,10,2,696.3182068813848,0,1
3,5,7,10,9,2,7,1.0588698566032408,10,0,7,0,0,2,6,9,10,3,721.1000787562256,2,1
5,5,6,6,4,2,7,3.2719307717345565,3,8,5,0,2,2,5,5,9,3,711.5632236651559,0,1
2,4,3,3,2,2,9,2.8625743349634645,1,0,7,0,2,1,3,0,1,2,617.3250703883897,4,1
2,0,3,7,7,1,6,3.3610678293204264,4,1,6,6,3,2,4,4,3,2,636.0176245141137,4,1
4,0,1,0,4,0,0,0.0,7,0,6,0,10,1,0,3,10,1,582.931329457686,3,1
0,3,4,4,4,1,6,2.5146575865735117,1,4,6,0,2,2,3,1,8,2,619.5781778257898,4,1
0,0,4,4,3,2,1,1.423438798381678,1,1,7,1,2,1,2,1,2,2,589.6372212925169,2,1
3,8,1,2,2,3,5,3.4025574159361867,1,1,7,0,1,1,4,1,10,2,643.2214211983446,5,1
1,3,4,1,3,0,5,1.0222069367234732,6,0,7,3,0,1,2,1,4,1,621.722927426241,1,1
2,2,5,4,2,2,4,1.0240091504012074,5,3,8,1,1,2,2,3,5,3,635.2504192158426,2,1
3,5,10,6,4,1,5,0.3326496019535716,3,1,6,9,2,1,10,2,6,3,623.7683759951161,2,1
4,1,6,2,7,5,0,1.989572300602597,7,0,8,10,2,1,3,3,6,2,645.9582892024104,4,1
2,5,2,2,4,2,0,1.0,5,0,5,10,3,1,5,1,1,2,572.2930604403572,3,1
0,2,4,2,8,5,6,1.7877869347389108,8,1,6,0,1,1,2,0,5,1,655.6858958031662,1,1
2,3,7,5,5,1,8,1.0,4,5,4,0,2,2,3,1,5,1,652.8376711243427,3,1
2,0,1,0,3,0,2,1.3841884520718053,2,1,7,0,4,1,0,1,5,2,588.9789635522163,0,1
2,2,5,4,5,2,2,2.693791950421066,5,1,5,0,0,1,1,3,4,3,660.227247328543,0,1
1,1,3,3,0,2,2,0.10418540262811804,3,0,6,0,2,1,3,0,0,2,587.3542303689356,2,1
1,1,2,2,2,1,4,1.4831432370112276,2,2,5,0,7,1,1,0,4,2,582.4675429762266,5,1
3,2,6,3,10,1,4,2.5344197929690893,7,1,6,10,5,1,2,0,2,3,614.7023771148387,4,1
2,1,3,10,2,5,2,1.9486722198124278,2,1,5,0,2,1,3,1,5,3,606.2706202834407,3,1
4,6,5,3,3,5,6,3.0,4,0,7,0,2,2,3,1,6,3,664.0895515722584,1,1
3,5,3,0,3,0,1,2.0,10,0,7,1,3,1,1,0,0,1,611.4286210835031,1,1
2,2,1,0,1,2,1,1.9601677475659467,1,1,6,0,10,1,4,0,10,3,596.6797321927802,1,1
0,0,0,0,1,0,0,0.9311425557798788,2,0,4,1,0,1,2,0,1,1,568.4793541497507,2,1
3,2,2,1,2,1,7,1.0,2,0,7,6,1,2,4,3,10,2,640.0960990714433,0,1
1,0,3,2,2,1,0,1.2094156244970502,2,0,8,1,1,1,2,0,0,2,592.584609820668,0,1
1,5,4,7,7,3,1,2.0,4,0,5,8,4,2,5,0,10,2,636.1182301467798,5,1
4,4,10,2,7,1,8,2.778384075640386,5,4,8,2,1,2,6,1,2,2,681.3664847773078,3,1
2,2,5,2,3,1,1,0.5985315756843657,3,0,6,1,1,1,0,0,3,1,599.6219089516103,2,1
4,7,1,1,3,1,5,1.1112867239637567,9,0,6,9,5,1,5,0,5,2,620.6072323576627,2,1
1,0,3,4,9,0,0,1.1249986150424331,2,3,6,2,2,1,5,2,0,2,589.6728481383122,4,1
3,8,4,3,1,1,7,2.0673850865908463,8,5,9,0,1,2,1,4,7,2,693.8504340466792,0,1
1,2,5,2,3,0,6,2.604047710705495,5,5,5,6,0,2,6,5,9,3,656.305673600685,1,1
1,1,0,0,2,1,3,0.8363161985346985,6,5,8,6,0,1,3,0,10,2,630.7455257021979,1,1
2,1,4,2,4,0,1,2.9850609725869077,9,0,7,0,2,1,4,4,1,1,633.5521753428393,4,1
4,6,4,6,2,4,8,2.454295772558642,8,0,7,4,0,1,4,2,3,2,674.3238149395379,3,1
5,9,7,4,8,3,10,1.6200886220682231,4,6,7,2,7,2,9,1,9,3,682.1139734133795,5,1
1,6,4,2,4,0,2,1.84261310966403,3,0,7,0,0,1,0,3,9,2,646.7476746598652,0,1
1,0,2,1,2,1,2,1.974570220026213,1,0,8,0,7,1,1,0,9,3,573.3694615645366,3,1
