,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
6996,5,5,10,10,10,5,6,5,2,5,4.0,4,2,7,0,10,1,2,4,10,3,1,663.7
6997,1,3,5,3,0,4,5,2,2,0,1.0,10,0,7,0,3,1,4,1,1,2,0,595.2
6998,2,2,6,6,3,1,1,5,1,5,5.0,5,5,7,10,0,1,5,2,10,2,0,650.3
6999,1,4,2,3,10,8,0,5,2,0,0.0,3,1,8,0,10,1,2,0,1,3,1,583.8
7000,3,2,9,2,3,5,4,2,2,6,2.0,5,3,7,5,10,2,6,3,5,3,1,633.3
7001,3,3,6,3,5,3,3,5,2,4,1.0,3,1,5,0,1,2,4,0,9,4,1,641.0
7002,1,4,1,9,1,3,2,0,2,0,2.0,5,2,9,0,5,2,0,4,7,2,0,604.8
7003,3,5,10,2,10,3,8,5,1,1,1.0,10,1,5,0,4,2,6,5,3,3,0,678.1
7004,2,3,10,3,10,2,3,5,1,7,5.0,7,2,7,2,2,2,7,2,5,4,1,689.8
7005,3,5,0,4,10,4,3,5,2,5,1.0,5,10,4,10,10,1,4,1,3,3,1,597.0
7006,5,4,3,2,7,2,2,2,1,3,2.0,4,3,8,3,8,1,5,4,6,2,1,624.8
7007,4,1,4,8,3,7,3,5,1,7,1.0,9,0,6,0,3,2,1,1,6,3,1,681.5
7008,4,2,3,10,6,10,1,1,1,10,1.0,10,2,7,0,0,2,4,6,10,4,1,710.8
7009,1,5,1,0,3,1,3,0,1,2,4.0,4,2,8,5,4,1,5,1,3,2,1,580.6
7010,2,4,5,10,10,10,6,5,2,5,3.0,9,2,6,7,0,2,3,1,10,3,0,681.5
7011,2,2,7,4,10,6,4,5,1,4,5.0,5,10,6,0,2,2,8,7,10,4,1,723.2
7012,1,2,4,3,3,10,2,5,2,3,1.0,6,0,8,2,0,2,5,5,10,2,0,659.2
7013,4,3,3,3,3,5,5,1,1,7,5.0,3,5,7,1,1,2,3,3,6,1,1,665.2
7014,4,5,9,0,10,10,0,5,2,3,3.0,10,0,5,3,8,2,10,4,10,4,1,667.9
7015,5,2,10,10,10,10,2,3,2,6,2.0,2,2,7,0,2,2,10,2,8,2,0,700.7
7016,2,4,2,3,7,4,7,1,2,4,1.0,8,2,6,4,3,2,5,1,6,4,1,626.9
7017,2,3,4,2,4,10,1,1,2,2,1.0,5,1,6,0,0,2,5,1,4,4,1,624.6
7018,2,1,4,3,4,4,2,5,2,3,2.0,7,5,5,0,3,2,1,4,5,2,0,645.2
7019,4,5,5,10,10,10,6,5,2,6,1.0,8,4,8,0,4,2,6,10,7,3,0,708.9
7020,4,1,10,10,10,8,10,5,1,8,1.0,4,10,8,0,0,2,8,3,10,4,1,760.8
7021,2,3,4,4,1,5,1,0,1,5,3.0,10,0,6,0,0,2,6,2,4,2,0,647.7
7022,2,3,10,10,7,10,10,5,1,8,3.0,5,2,8,3,2,2,10,2,10,2,1,730.4
7023,4,1,4,10,10,3,3,3,1,7,10.0,3,1,9,0,2,2,1,10,10,3,1,718.3
7025,3,1,10,1,8,3,7,0,1,10,1.0,10,1,8,0,8,1,5,1,10,2,1,668.5
7026,4,1,3,3,3,5,1,2,2,6,2.0,8,3,8,0,1,2,3,1,7,3,0,652.8
7027,2,2,7,3,2,7,3,2,1,3,3.0,4,0,3,8,3,2,4,7,7,1,1,640.8
7028,5,1,10,10,10,2,3,5,1,7,1.0,6,0,7,5,5,2,7,1,10,3,1,703.2
7029,4,5,6,4,10,4,10,5,2,5,3.0,3,7,7,8,1,2,6,9,2,4,1,673.7
7030,1,3,0,3,0,6,3,1,2,7,3.0,1,0,5,0,0,2,3,4,4,2,1,608.3
7031,3,3,5,4,2,10,5,5,1,7,6.0,7,5,6,10,2,2,4,2,6,1,1,677.7
7032,3,2,2,3,1,5,8,0,1,5,1.0,4,0,9,2,1,2,2,3,10,2,0,652.2
7033,4,2,2,5,3,8,2,5,2,6,6.0,10,8,6,0,5,1,8,4,10,4,0,678.3
7034,2,3,1,2,2,3,0,1,1,4,0.0,7,0,7,0,7,1,3,0,5,2,1,592.9
7035,0,3,1,3,10,8,2,2,1,2,2.0,2,1,4,0,2,1,2,5,4,2,0,616.8
7036,3,2,10,6,5,10,3,2,2,7,3.0,6,10,6,7,1,2,10,1,7,2,0,686.0
7037,1,2,5,5,6,7,7,3,1,6,7.0,4,4,7,4,4,1,6,5,7,2,1,668.8
7038,4,1,7,7,8,6,6,1,1,9,4.0,6,5,7,0,4,2,4,1,7,2,1,701.5
7039,5,3,10,6,7,4,3,0,2,4,2.0,8,4,6,0,1,2,3,6,1,2,1,660.9
7040,3,5,5,10,10,8,5,5,2,5,6.0,4,10,6,2,8,2,10,8,7,2,0,699.2
7041,3,5,8,4,10,10,7,5,2,3,1.0,5,5,4,0,5,2,10,2,10,3,1,682.0
7042,5,2,5,4,10,5,6,5,1,4,2.0,7,5,7,0,7,2,5,3,10,4,1,703.4
7043,3,3,5,3,5,5,5,5,2,5,1.0,6,0,6,10,0,1,6,0,2,4,1,612.9
7044,4,5,10,1,2,2,2,1,1,8,2.0,2,1,7,7,10,2,1,1,10,3,0,617.4
7045,5,3,8,4,1,7,3,0,2,3,2.0,6,5,7,0,8,2,4,4,3,3,1,636.9
7046,2,2,10,10,5,10,8,5,1,8,8.0,5,10,7,10,1,2,10,10,7,4,0,745.5
7047,2,2,4,4,5,4,3,2,1,5,3.0,6,4,6,2,2,1,5,2,2,4,1,636.7
7048,2,4,0,1,2,2,0,0,2,7,1.0,4,1,9,0,7,2,2,0,0,2,0,577.4
7049,0,2,4,4,6,10,0,3,1,3,6.0,5,0,7,3,1,2,6,1,4,2,0,655.4
7050,2,2,2,10,7,2,9,0,2,2,7.0,3,4,5,0,5,2,10,2,2,4,1,647.8
7051,3,3,2,5,3,1,3,5,1,0,5.0,1,1,8,0,4,2,3,5,1,2,1,637.8
7052,1,4,2,6,5,2,0,1,2,5,1.0,2,0,6,5,6,2,5,0,1,3,0,579.8
7053,3,1,0,2,2,2,0,0,1,8,0.0,2,0,9,0,2,2,2,0,7,4,1,624.6
7054,3,3,0,2,2,2,0,0,1,8,0.0,3,0,9,0,2,2,2,0,7,4,1,619.7
7055,4,4,10,4,10,10,5,5,1,8,6.0,9,6,7,0,2,2,8,10,5,2,0,744.6
7056,5,1,5,10,10,3,8,4,2,7,1.0,4,3,8,0,1,2,6,1,10,3,1,701.3
7057,4,1,1,4,2,1,1,0,1,8,2.0,8,2,8,10,2,1,1,8,10,2,0,632.4
7058,4,1,2,4,5,3,3,2,1,9,6.0,10,2,7,7,1,2,5,2,10,3,0,683.6
7059,4,3,5,7,5,6,5,1,2,6,3.0,6,2,7,0,3,2,7,3,5,4,0,662.4
7060,3,1,8,1,6,1,6,2,2,3,1.0,4,1,7,0,4,2,9,3,10,4,0,655.2
7062,0,5,1,9,0,10,1,0,1,2,2.0,10,2,5,1,8,2,0,3,8,2,0,622.0
7064,1,2,2,1,5,1,4,0,2,3,3.0,2,2,5,2,6,2,7,1,8,4,0,603.4
7065,4,4,10,6,4,10,6,1,1,6,5.0,8,10,8,10,7,2,7,1,7,4,1,688.5
7066,0,3,1,10,2,5,0,2,1,2,1.0,10,1,6,5,3,1,2,0,10,2,0,615.4
7067,4,1,10,10,10,4,10,3,1,8,2.0,6,2,7,0,1,2,10,1,5,3,1,727.0
7068,1,3,1,10,4,7,1,4,1,5,0.0,5,7,7,10,7,1,3,0,7,3,1,621.4
7069,3,4,4,6,0,5,2,4,1,7,4.0,5,9,7,5,1,2,4,5,6,2,1,672.4
7070,2,3,10,10,10,10,4,2,1,8,1.0,8,10,7,0,3,2,10,2,8,2,0,729.1
7072,5,3,7,3,7,7,3,3,1,7,3.0,6,6,6,2,2,2,7,1,3,3,1,686.0
7073,3,2,10,4,10,8,7,2,1,9,4.0,4,1,8,10,3,1,2,2,3,2,1,657.1
7074,2,2,5,4,1,2,5,0,1,9,3.0,3,0,9,0,5,2,2,2,8,4,0,645.2
7075,3,3,3,5,2,3,0,4,2,10,3.0,5,2,8,0,1,2,8,5,7,4,1,662.4
7076,2,2,1,6,2,4,2,1,1,3,2.0,6,0,7,0,0,2,2,4,3,2,0,638.6
7077,4,2,8,8,8,10,8,3,2,6,5.0,7,3,8,0,1,2,5,6,6,3,1,712.1
7078,3,2,2,10,10,10,3,5,2,9,4.0,10,3,7,7,5,1,5,3,9,4,0,675.1
7079,4,3,10,7,4,7,1,2,2,8,1.0,3,4,8,0,0,1,2,9,7,2,1,660.3
7080,1,1,2,3,2,6,3,2,2,2,1.0,5,0,6,0,1,1,5,0,3,3,1,599.1
7081,1,4,5,5,2,3,6,1,2,9,6.0,5,4,7,5,5,2,2,6,10,1,1,641.8
7082,4,3,2,4,7,7,1,5,1,6,1.0,5,1,8,10,3,1,8,3,4,3,1,642.0
7083,2,4,5,6,10,8,7,2,2,7,2.0,9,10,6,8,2,2,10,4,2,3,0,676.4
7084,5,3,10,8,10,10,10,5,2,5,3.0,10,10,7,10,3,2,10,8,10,4,0,738.0
7085,5,4,8,10,10,10,4,5,2,7,3.0,8,2,7,7,1,2,10,7,7,4,1,712.1
7086,4,3,5,5,5,5,5,3,1,5,5.0,5,5,5,5,5,2,5,4,5,2,0,668.6
7087,2,2,3,7,9,10,5,3,1,4,2.0,4,2,6,0,4,2,10,6,7,4,1,694.1
7088,5,1,7,10,4,7,5,3,1,7,5.0,6,3,8,0,5,2,4,5,6,3,1,710.2
7089,3,1,5,7,8,10,7,5,1,8,8.0,10,4,7,0,3,2,10,10,7,3,0,755.0
7090,5,5,5,5,8,10,6,5,1,7,4.0,9,1,6,8,4,2,3,1,10,4,1,688.3
7091,0,0,0,1,3,0,10,0,2,5,1.0,1,0,8,0,0,1,3,0,10,3,0,600.4
7092,3,3,10,4,4,10,7,5,2,2,3.0,10,0,6,10,0,2,10,1,3,3,0,666.4
7093,5,4,6,9,6,6,3,4,1,8,2.0,6,0,8,0,3,2,3,4,6,3,1,689.8
7094,5,3,10,10,10,4,10,5,1,7,7.0,4,10,7,0,6,2,10,8,6,4,0,752.1
7095,5,1,10,7,5,5,2,3,1,6,2.0,7,3,9,0,1,2,6,5,4,2,1,707.2
7096,4,3,10,8,10,8,5,5,1,8,1.0,4,3,8,0,3,2,8,1,10,3,1,721.7
7097,4,3,1,6,10,10,2,0,1,8,4.0,7,10,9,0,3,1,7,9,7,2,1,698.7
7099,2,1,10,7,6,5,2,3,2,4,4.0,7,10,8,5,2,2,2,3,10,2,0,681.5
7100,2,1,10,10,7,6,3,5,2,5,1.0,7,1,7,0,1,1,6,5,4,3,1,671.1
7101,3,3,3,1,5,2,3,0,1,3,3.0,5,5,8,0,1,2,4,4,5,1,0,648.8
7102,3,4,5,5,7,1,3,5,2,6,0.0,5,0,6,0,1,2,10,4,7,1,1,658.6
7104,0,2,6,5,3,4,6,2,1,1,4.0,2,1,6,3,4,1,10,2,9,2,1,634.2
7105,1,3,3,4,10,6,3,1,1,2,2.0,4,1,7,4,3,2,3,1,5,2,1,634.8
7106,3,2,10,0,3,2,3,5,2,9,0.0,2,10,9,10,2,2,8,1,10,2,1,660.3
7107,1,3,4,3,10,10,3,4,2,10,3.0,5,6,6,0,1,2,6,3,5,4,1,677.3
7108,4,4,1,6,5,10,5,5,2,8,2.0,3,10,6,10,2,2,5,4,5,3,1,661.6
7109,2,5,2,5,0,10,3,0,1,7,1.0,3,5,7,10,2,2,0,1,1,2,0,609.1
7110,5,3,10,2,10,10,7,5,1,4,2.0,10,2,6,0,1,2,5,3,10,3,0,724.2
7111,5,4,0,1,1,2,0,3,2,2,0.0,5,1,8,10,4,1,2,1,2,2,1,562.1
7112,5,4,10,5,10,10,4,5,2,9,2.0,7,10,8,3,2,2,10,3,10,4,1,725.7
7113,5,0,10,3,4,5,2,5,2,3,3.0,3,5,8,3,1,2,10,4,4,4,0,682.4
7114,3,4,7,2,10,10,7,2,2,5,4.0,2,2,6,5,4,1,10,2,8,4,0,644.4
7115,5,1,9,9,9,6,7,4,1,8,2.0,10,2,7,3,3,2,4,2,7,3,1,721.0
7116,1,3,1,2,2,3,1,1,2,0,1.0,1,5,8,10,3,2,3,0,7,2,0,578.3
7117,3,3,6,5,8,7,5,1,2,3,5.0,8,7,6,5,2,2,7,5,8,2,0,674.5
7118,3,4,9,6,4,10,4,5,2,9,5.0,10,6,7,0,1,2,10,10,7,3,1,724.4
7119,2,5,4,6,6,5,2,2,2,2,1.0,5,0,6,0,7,2,0,0,2,4,1,597.4
7120,1,3,4,4,2,10,3,2,1,4,1.0,10,1,6,2,1,2,4,1,2,3,0,647.7
7121,4,5,1,2,10,5,4,3,2,3,4.0,9,2,5,10,7,1,8,3,7,3,1,615.0
7122,1,5,1,2,3,8,1,2,2,4,0.0,5,0,7,7,2,2,3,0,4,2,1,589.1
7123,3,0,5,10,10,10,10,5,1,5,3.0,4,0,8,0,3,2,10,2,10,3,1,733.6
7124,4,5,3,6,7,3,2,5,1,4,1.0,2,2,5,3,5,2,4,0,3,3,1,634.0
7125,2,4,2,2,2,5,2,2,2,3,2.0,5,1,8,7,1,1,2,1,2,2,1,579.1
7126,4,4,7,8,3,10,1,5,1,5,0.0,8,0,7,6,2,2,2,0,5,3,0,662.8
7127,5,4,6,2,2,5,1,1,1,3,0.0,2,0,6,0,7,2,10,0,10,1,1,637.6
7128,4,1,10,10,10,10,10,5,1,8,10.0,7,10,5,0,0,2,10,10,10,4,0,794.8
7129,5,1,10,10,10,10,6,5,1,10,2.0,10,10,6,10,1,2,10,8,5,4,1,758.2
7130,1,3,7,2,4,1,0,2,1,0,1.0,3,0,7,0,0,1,8,0,7,2,0,614.2
7131,5,2,10,3,10,10,0,0,1,9,4.0,6,0,9,0,0,2,4,1,10,3,1,703.6
7132,4,3,10,5,7,10,8,2,2,5,2.0,6,0,6,0,1,2,10,2,10,4,1,692.8
7133,5,0,10,7,10,7,10,5,2,8,5.0,7,5,7,0,0,2,3,10,10,1,1,749.3
7134,3,3,5,5,4,8,1,0,2,8,2.0,2,5,6,0,2,2,5,0,4,4,0,635.9
7135,2,1,7,3,10,5,7,5,2,8,6.0,1,5,7,10,1,2,5,1,10,2,0,675.0
7136,5,4,5,2,3,5,6,3,2,6,4.0,10,5,8,0,1,2,4,5,10,3,0,683.8
7138,5,3,10,5,10,10,10,5,1,3,2.0,5,10,8,0,5,1,10,2,10,3,0,723.6
7139,0,3,1,0,5,4,3,0,1,9,3.0,4,10,10,0,4,1,1,10,0,1,0,632.0
7140,1,3,0,2,4,3,3,0,1,10,10.0,2,10,8,0,0,1,1,10,10,1,0,663.5
7141,5,1,7,3,10,3,7,5,1,8,5.0,9,5,7,0,1,2,10,8,8,2,0,746.3
7142,4,3,10,8,10,8,5,5,1,8,1.0,4,3,8,0,3,2,8,1,10,3,1,721.7
7143,2,2,10,8,6,10,3,1,1,3,2.0,7,5,8,8,1,2,10,2,7,4,0,690.0
7144,1,1,2,4,1,3,1,1,1,5,3.0,4,7,7,4,1,2,1,1,7,2,1,636.5
7145,1,2,8,4,8,5,2,3,2,7,1.0,6,8,7,0,0,2,4,1,10,2,0,674.3
7146,4,4,5,6,4,2,2,2,1,5,0.0,8,0,7,6,1,2,4,0,7,3,0,644.1
7147,5,1,5,1,3,5,2,0,2,2,0.0,2,0,7,5,0,1,5,1,10,2,0,607.2
7148,1,3,5,4,2,4,2,0,1,7,0.0,3,1,7,6,5,2,4,2,4,2,0,614.2
7149,2,5,0,3,3,10,0,0,1,8,2.0,3,0,5,10,3,1,2,3,3,1,0,584.9
7150,5,3,10,4,4,10,10,5,1,7,4.0,9,5,9,0,1,1,10,5,10,2,1,734.8
7151,5,4,10,3,10,5,0,4,2,7,4.0,6,0,6,10,3,2,10,2,10,4,1,665.6
7152,4,4,5,6,4,2,2,2,1,5,0.0,8,0,7,6,1,2,4,0,7,3,0,644.1
7153,2,3,8,4,6,3,7,3,1,2,2.0,8,2,7,5,1,2,4,3,5,2,0,664.5
7154,0,3,0,8,2,10,0,0,2,10,3.0,1,1,8,0,0,2,1,2,1,3,1,615.7
7155,2,1,2,10,4,10,2,5,1,8,3.0,7,10,9,0,10,1,7,3,10,1,1,695.3
7156,3,4,4,5,5,10,3,5,1,5,3.0,10,3,6,10,4,2,5,7,5,3,1,674.9
7157,2,2,10,6,10,3,3,5,2,7,1.0,3,10,5,0,2,2,10,1,10,4,1,693.7
7158,1,4,6,6,6,6,3,0,2,4,2.0,3,0,6,0,5,1,2,4,3,2,0,597.0
7159,5,2,10,10,10,10,6,2,1,9,3.0,5,2,8,0,8,2,8,1,6,3,1,716.8
7160,2,2,6,3,5,1,2,2,2,5,1.0,9,3,9,0,10,2,5,4,8,2,0,641.3
7161,5,4,1,6,10,6,8,4,1,8,3.0,10,5,5,10,5,1,4,4,8,4,1,671.3
7162,3,3,4,10,7,5,3,3,1,8,5.0,6,10,7,2,2,2,10,4,7,4,1,713.4
7163,5,5,1,0,10,5,0,5,2,7,0.0,5,10,7,10,5,2,1,0,7,4,1,628.2
7164,1,1,0,2,10,7,10,0,2,8,4.0,1,1,8,10,0,1,3,7,10,4,0,632.7
7165,5,2,5,10,5,4,5,0,1,10,2.0,10,2,8,0,0,2,2,2,7,2,1,697.4
7166,1,3,3,4,4,5,5,5,2,2,1.0,3,5,7,0,8,1,5,6,1,2,0,612.5
7167,5,5,1,1,3,5,1,3,2,6,1.0,2,10,7,10,3,1,0,0,10,3,1,597.0
7168,4,5,6,2,10,2,0,5,2,4,1.0,10,0,7,0,0,1,10,1,10,4,1,651.3
7169,1,4,0,0,0,1,0,5,1,0,0.0,2,0,9,10,10,2,2,0,5,2,1,568.5
7170,5,2,4,4,5,4,4,5,1,5,4.0,10,1,7,0,3,1,5,4,10,2,0,683.6
7171,3,1,10,8,2,8,6,1,2,9,2.0,6,10,6,3,5,1,10,1,7,2,0,670.7
7172,3,3,2,1,5,8,0,2,1,5,1.0,1,3,5,5,0,1,2,3,2,3,0,608.3
7173,3,2,3,5,10,4,10,4,1,4,4.0,1,7,8,7,1,2,10,7,9,3,1,705.8
7174,4,2,10,2,10,2,6,2,2,8,3.0,4,3,6,10,2,2,5,2,7,3,0,655.0
7175,5,2,5,6,5,10,2,0,1,5,3.0,3,4,7,4,1,1,7,7,3,3,1,661.8
7176,1,4,7,6,7,9,3,5,1,7,4.0,2,1,6,6,5,1,5,2,3,2,1,639.3
7177,4,1,10,3,3,2,6,4,2,3,4.0,4,2,10,3,7,2,2,3,10,3,1,659.2
7178,4,0,3,6,10,10,3,4,1,8,9.0,8,5,9,0,1,2,7,10,10,2,1,756.7
7179,5,2,10,10,10,6,1,5,1,0,0.0,6,0,6,0,1,2,4,2,10,4,1,699.6
7180,3,1,5,3,0,10,3,1,1,5,4.0,10,1,7,0,0,2,7,1,4,3,1,676.8
7181,2,3,4,4,8,6,7,0,1,5,4.0,6,2,7,2,2,2,3,4,2,1,1,659.0
7182,5,3,10,4,10,7,10,5,1,9,4.0,6,10,7,0,0,2,8,3,10,4,1,754.2
7183,2,1,2,5,10,10,4,5,2,5,9.0,3,1,8,0,1,2,10,7,7,3,1,702.8
7184,3,3,3,7,6,5,5,2,2,5,5.0,1,4,7,5,6,1,1,1,3,2,1,607.0
7185,3,2,2,7,8,5,10,3,2,6,7.0,1,3,8,2,5,1,4,5,3,3,0,648.0
7186,5,3,10,10,10,4,1,5,1,8,3.0,8,5,7,2,1,1,10,1,10,4,1,713.8
7187,3,2,6,3,4,5,6,0,1,7,2.0,4,10,8,0,2,2,5,0,5,3,1,674.1
7188,4,5,6,5,9,10,3,2,1,7,6.0,5,5,8,2,5,2,8,0,4,3,1,684.5
7189,1,1,1,4,0,8,1,0,1,1,2.0,5,4,8,10,6,2,2,2,2,2,1,604.6
7190,4,3,6,5,6,3,8,2,1,6,1.0,4,7,8,7,2,2,6,2,8,2,1,677.5
7191,2,1,2,7,2,8,4,0,1,6,2.0,5,5,7,0,1,1,4,4,10,2,1,660.5
7192,5,2,1,8,10,6,6,5,1,10,6.0,10,1,6,0,3,2,10,4,10,4,0,736.1
7193,4,5,10,5,5,10,0,5,1,3,0.0,6,0,10,0,0,2,10,2,9,2,1,697.0
7194,2,3,4,10,6,10,4,0,1,5,5.0,10,4,7,0,4,2,10,8,2,2,1,698.9
7195,2,3,4,10,7,10,10,0,1,4,8.0,9,4,7,0,4,2,10,8,2,2,1,712.3
7196,3,4,2,2,4,6,4,5,1,1,4.0,10,10,7,0,3,2,5,2,5,3,1,678.5
7197,1,5,5,5,1,10,0,0,2,5,5.0,2,5,10,0,6,1,1,4,3,3,0,601.0
7198,1,1,10,0,1,1,1,2,1,2,2.0,9,2,5,10,8,1,3,2,10,3,0,604.8
7199,1,3,0,10,5,7,4,5,1,7,4.0,4,7,7,10,5,2,5,1,10,3,1,668.8
7200,4,1,2,5,8,3,2,3,2,9,2.0,2,10,7,0,1,2,5,3,3,3,1,668.4
7201,0,0,1,1,2,9,3,1,1,7,2.0,2,1,6,8,0,2,2,3,3,2,0,624.0
7202,5,1,10,5,5,10,10,5,1,6,4.0,10,6,8,0,1,2,2,6,10,2,1,750.1
7203,2,3,10,7,6,10,2,0,1,8,4.0,6,2,8,0,0,1,2,1,5,2,1,664.3
7204,1,3,5,3,2,4,2,2,2,3,2.0,2,1,7,5,1,1,10,1,5,1,1,598.7
7205,1,2,10,10,10,5,2,5,2,1,2.0,1,1,8,0,10,2,6,3,10,3,1,659.9
7206,2,2,3,3,4,10,4,1,1,5,2.0,10,4,9,0,5,2,5,4,6,3,1,677.2
7207,3,3,3,5,8,6,3,4,1,9,4.0,5,5,8,0,1,2,5,7,9,4,1,706.6
7208,5,5,4,5,5,10,10,2,1,2,4.0,8,2,6,10,1,2,5,2,3,3,0,664.3
7209,2,4,3,6,2,2,4,0,2,0,1.0,6,2,6,1,1,1,0,1,10,2,1,592.5
7210,4,1,10,10,10,4,3,5,1,5,1.0,3,3,7,0,1,2,10,3,10,4,1,723.0
7211,2,5,2,7,6,3,3,4,2,2,1.0,1,5,8,0,1,2,4,0,1,4,1,620.8
7212,4,1,7,7,0,2,1,1,2,4,2.0,5,0,7,0,4,1,2,3,5,2,0,612.9
7213,4,3,2,6,10,3,8,3,1,8,6.0,8,10,8,0,3,1,5,8,8,3,1,708.9
7214,5,5,10,3,10,3,3,2,2,7,3.0,6,0,5,0,3,2,10,3,10,4,1,672.2
7215,3,1,6,0,2,3,3,4,1,6,0.0,3,6,6,5,1,1,1,1,3,2,1,624.2
7216,4,2,7,4,10,6,1,1,2,6,0.0,7,1,10,0,10,2,3,1,10,1,1,653.0
7217,4,2,6,3,2,6,1,1,1,10,1.0,5,1,7,0,1,2,10,2,10,4,0,680.9
7218,4,1,10,8,10,10,10,0,2,10,5.0,5,5,8,3,0,2,10,3,10,4,1,728.7
7219,1,2,5,9,10,10,5,5,2,9,6.0,3,5,6,2,3,2,6,5,5,2,1,693.9
7220,3,3,7,7,4,6,3,4,1,6,6.0,10,5,7,5,3,2,6,5,7,2,1,698.9
7221,5,1,10,6,10,8,6,4,1,7,3.0,7,0,8,0,1,2,10,2,8,3,1,734.2
7222,3,4,4,3,3,10,8,1,1,8,0.0,7,2,7,10,1,2,10,0,1,4,1,652.4
7223,3,3,0,4,5,6,3,5,1,1,1.0,1,3,6,6,7,1,5,1,5,2,1,610.2
7224,2,3,2,3,2,5,5,2,2,2,4.0,8,8,7,10,5,2,5,2,3,1,1,620.3
7225,0,3,10,10,10,10,10,2,2,10,6.0,7,10,6,0,7,2,10,3,10,1,0,721.9
7226,1,4,1,0,0,10,1,0,1,6,1.0,10,0,6,0,0,1,3,1,10,2,0,620.5
7227,3,3,10,5,2,10,3,3,2,6,5.0,4,6,6,10,3,1,10,1,10,2,0,649.9
7228,2,3,4,4,10,2,2,3,2,6,5.0,3,10,7,0,3,2,5,4,4,3,1,660.1
7229,4,3,6,10,5,10,8,5,2,9,8.0,5,8,5,3,1,2,5,5,8,1,1,716.2
7230,3,3,3,10,3,10,8,3,1,9,6.0,6,4,7,2,0,2,10,8,10,2,0,730.4
7231,5,1,5,5,4,10,1,0,2,6,3.0,6,7,9,0,0,2,3,2,10,2,0,681.5
7232,1,1,2,2,3,10,2,5,2,10,3.0,8,0,7,2,0,2,5,3,10,2,0,671.3
7233,2,2,2,8,7,5,1,2,1,5,2.0,10,6,7,0,0,2,2,3,10,4,0,687.0
7234,1,2,8,6,10,10,2,0,2,7,6.0,6,5,8,0,7,1,0,2,5,1,0,642.2
7235,4,3,7,5,2,4,3,3,2,6,4.0,5,2,7,4,2,1,7,5,7,4,0,641.8
7236,3,0,4,10,5,4,3,0,2,9,1.0,4,0,7,3,0,2,3,1,3,4,0,643.3
7237,3,5,0,3,2,5,4,3,2,4,1.0,4,2,7,10,4,1,1,2,4,2,0,575.3
7238,4,3,3,7,6,7,3,5,1,7,5.0,3,1,6,7,6,2,10,6,10,4,1,687.1
7239,3,1,6,6,4,4,4,1,1,8,4.0,4,3,7,3,1,2,8,5,6,1,0,684.1
7240,0,4,6,1,10,10,5,5,2,5,4.0,4,5,6,0,3,2,7,8,5,2,0,673.7
7241,3,3,2,4,5,10,10,1,1,7,6.0,1,5,7,5,1,2,5,0,1,3,1,663.1
7242,4,5,2,10,8,5,3,5,1,8,0.0,7,3,7,10,3,1,3,0,1,2,1,635.4
7243,2,2,6,5,4,4,7,5,2,5,1.0,4,4,7,0,10,2,4,2,1,2,1,638.2
7244,4,2,3,5,4,9,2,5,1,4,2.0,2,1,8,9,1,1,4,1,10,2,1,646.5
7245,5,4,10,3,3,10,2,2,1,5,0.0,5,0,7,0,3,2,6,1,4,2,1,663.9
7246,2,5,2,2,2,8,4,1,1,6,1.0,4,7,7,5,2,2,9,3,4,2,0,645.0
7247,5,3,1,3,1,3,1,1,2,8,1.0,3,1,6,0,3,1,5,1,1,2,0,593.6
7248,4,5,8,10,9,10,5,3,2,7,6.0,5,2,7,10,2,1,6,5,4,1,1,658.8
7249,4,1,5,5,10,10,10,3,1,9,4.0,7,10,7,0,0,1,8,2,8,4,1,728.9
7250,4,3,10,7,5,3,10,5,1,8,6.0,7,4,7,0,7,2,10,1,4,3,0,711.9
7252,4,5,10,8,7,5,2,5,2,7,2.0,10,3,7,1,8,1,4,2,10,3,1,659.8
7253,1,0,2,4,10,7,5,3,2,3,4.0,10,5,7,1,4,1,2,4,8,2,0,656.4
7254,3,1,5,2,2,4,5,4,2,9,3.0,3,4,8,0,1,2,6,2,7,3,1,667.1
7255,5,3,3,4,8,3,1,0,2,8,0.0,2,1,7,0,0,2,1,0,10,4,1,634.4
7256,4,0,4,8,10,5,3,5,2,7,3.0,6,10,8,0,1,2,3,3,7,3,1,706.8
7257,3,3,10,7,7,10,6,5,2,7,6.0,5,5,7,0,0,2,7,2,5,1,1,706.4
7258,4,1,2,6,9,10,5,4,1,4,4.0,4,4,8,7,1,2,4,7,7,4,0,699.6
7259,3,3,4,10,10,5,8,5,1,5,6.0,5,8,8,0,1,2,9,10,4,3,0,735.5
7260,3,3,1,10,8,6,5,3,1,8,2.0,5,5,7,10,1,2,10,4,5,3,0,684.3
7261,2,1,1,1,3,10,5,1,1,8,2.0,5,3,7,4,1,2,10,1,3,3,0,662.2
7262,5,2,7,10,10,5,7,5,1,8,2.0,10,10,7,0,3,2,10,4,5,3,0,748.2
