,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,ACHIEVEMENT
15809,2,1,7,3,4,2,3,1,4,0.4735738884350885,7,0,7,5,1,2,0,1,2,3,1,628.7312921099312,0
15810,4,3,9,9,10,10,5,1,7,0.11584092111759658,5,4,7,4,3,2,1,2,3,1,1,679.7938591317998,0
15811,2,3,0,2,1,4,2,1,2,1.850611164484292,10,5,4,0,0,1,4,0,1,1,0,612.8219557263496,0
15812,4,3,1,6,5,3,3,2,5,4.704829318397295,2,2,6,10,6,2,7,3,10,2,1,635.2373855462303,0
15813,1,1,0,3,4,10,0,1,8,0.019703254498705913,8,0,5,0,1,1,7,0,10,1,0,659.2334955326478,0
15814,2,3,8,3,5,5,5,1,4,0.32394774281324556,3,0,5,0,1,1,2,0,3,3,0,627.4647895485626,0
15815,3,3,1,4,2,3,0,1,2,0.0,4,0,8,0,6,1,0,2,10,2,0,607.8216166771958,0
15816,4,0,10,10,2,7,0,1,9,2.0,10,2,6,0,0,2,6,1,7,3,0,704.3722356588861,0
15817,3,2,1,9,10,3,5,1,1,1.0,3,1,5,0,2,1,7,3,7,2,0,650.704868819917,0
15818,2,2,3,3,2,3,0,1,4,1.918061302028109,3,10,7,0,0,2,2,0,9,3,0,651.7068898083245,0
15819,4,3,8,9,4,3,0,2,3,1.065626144574013,7,0,5,0,3,1,3,3,6,3,1,621.8231288915516,0
15820,3,2,5,3,5,4,1,1,4,1.821512947407441,5,1,7,0,0,2,2,0,3,3,1,636.4894797790371,0
15821,3,3,6,5,4,2,1,1,1,0.0,4,0,8,0,3,2,2,1,7,3,1,636.1935162944465,0
15822,0,4,2,0,3,7,0,2,3,0.8187856433570937,5,0,6,0,4,1,0,0,8,1,0,572.2255216342645,0
15823,2,0,0,1,1,8,0,1,0,0.2525087496883822,3,0,8,0,0,2,0,0,2,1,0,613.2282613745949,0
15824,4,3,4,6,2,9,0,1,8,0.9989705201543666,5,1,7,1,1,2,3,2,4,2,0,658.8,0
15825,0,3,6,2,1,5,0,2,0,0.8410617167232435,5,0,7,0,4,2,5,0,1,2,0,589.1,0
15826,1,4,1,3,1,8,0,1,6,1.5314605832314157,3,0,6,9,3,1,2,1,3,1,0,586.1650564252752,0
15827,2,3,10,3,10,9,2,2,6,2.1670890951265105,1,0,6,0,1,1,5,0,5,3,0,634.378228368135,0
15828,1,2,1,2,1,9,1,2,1,0.10219361969371898,3,0,6,0,7,1,0,0,1,1,0,565.5540391660397,0
15829,3,3,3,1,4,6,0,1,4,3.562629323384698,9,2,6,7,1,1,3,4,10,2,0,640.7646824812616,0
15830,2,1,5,3,5,5,3,1,5,1.0,8,1,6,8,2,2,4,1,8,3,0,658.7716084329534,0
15831,0,2,0,4,0,3,0,1,3,0.0,5,1,9,1,7,1,1,0,3,1,1,588.3307505449802,0
15832,2,1,9,4,3,7,0,1,5,1.5967488619799852,8,4,7,0,2,1,2,1,4,2,0,637.303985394663,0
15833,1,4,0,1,0,8,0,1,0,0.0,3,0,6,5,5,1,1,0,0,2,0,565.6797622410261,0
15834,4,1,8,2,1,2,0,1,1,1.454354439966391,8,0,8,0,2,1,0,1,10,3,1,637.4993696518891,0
15835,1,4,0,2,0,5,0,2,3,2.0,6,4,7,6,3,1,0,1,8,1,1,581.9061181026691,0
15836,2,1,1,7,3,1,0,1,2,1.0,2,1,7,0,2,1,4,2,10,2,0,600.4262670252818,0
15837,4,4,4,6,3,4,1,1,3,2.6041629675968787,6,10,6,6,6,2,4,1,5,2,1,649.9569412385839,0
15838,4,1,2,9,6,5,0,1,4,2.1102900396796045,5,0,10,10,0,1,5,5,10,2,0,656.2646960952311,0
15839,2,3,2,3,10,3,2,1,7,2.9373953725049677,4,0,6,10,4,1,1,0,9,3,0,602.5469534706212,0
15840,4,3,10,9,8,10,5,1,7,2.537459866052629,6,6,7,2,3,2,6,1,5,3,0,711.1524438124736,0
15841,2,3,2,3,2,7,0,1,1,1.0904754890521815,7,1,6,5,4,1,1,1,3,1,1,606.9514235211757,0
15842,2,4,8,4,3,9,0,1,3,3.7147201841849973,6,2,5,3,2,2,4,3,4,2,0,653.4004561933942,0
15843,0,4,2,3,2,3,0,2,0,1.9645204722702085,2,1,4,6,8,1,2,2,1,2,0,550.5886988193245,0
15844,3,3,5,2,5,7,2,1,1,1.0,4,2,5,7,0,1,1,1,3,1,0,610.3522540117829,0
15845,2,1,0,1,0,1,2,1,9,0.5577012376190897,3,0,7,7,0,2,1,4,3,4,0,621.9749883910952,0
15846,5,1,0,6,1,2,1,1,9,3.376096019009739,9,0,7,9,1,2,0,0,9,3,0,647.353945668435,0
15847,2,5,1,3,3,2,2,1,1,1.2829709617525098,2,0,9,0,5,1,10,0,0,3,1,587.3925091199408,0
15848,0,4,6,6,2,7,0,1,7,4.448845345228234,2,0,8,2,4,1,3,4,3,1,1,632.975577327386,0
15849,2,2,4,4,1,5,2,2,4,1.0,2,0,7,3,1,2,5,0,3,3,1,611.5658193542823,0
15850,2,4,2,3,2,1,2,2,2,0.20035914354871265,1,0,9,10,3,1,2,0,4,2,1,554.8198563425805,0
15851,4,5,4,2,6,1,5,1,4,0.263754373018938,8,0,5,0,2,2,1,1,6,3,1,645.2549350948395,0
15852,1,3,6,3,8,5,2,1,5,1.5701519195955047,8,3,6,7,1,2,3,2,7,2,0,657.5688114351708,0
15853,1,5,1,3,3,2,0,1,2,0.43724971365661736,1,0,7,0,4,1,2,0,3,2,1,581.7384510881049,0
15854,4,3,3,3,0,10,0,1,5,1.414597380307538,1,0,6,0,1,1,0,0,5,3,1,608.5918233483895,0
15855,2,2,1,3,6,10,2,1,6,1.456767194210042,8,7,7,0,0,2,2,1,10,4,1,673.6986851797352,0
15856,2,3,6,3,3,9,1,1,3,2.0,6,3,7,5,0,2,3,2,1,1,0,639.2458880671819,0
15857,2,5,1,3,2,3,5,1,5,1.0,5,1,7,5,5,1,3,4,3,3,1,590.138876371309,0
15858,3,0,3,7,7,7,3,1,7,1.0911644904061917,4,4,7,0,1,2,4,3,10,3,0,699.4911644904062,0
15859,1,4,1,1,0,9,0,1,4,0.30731607632222535,5,3,7,0,1,2,9,0,3,2,0,628.3692683923678,0
15860,3,3,9,4,5,3,4,2,4,0.0,6,0,5,1,1,2,2,0,2,3,0,627.4453693634605,0
15861,2,2,1,3,3,2,0,1,8,3.469645606271744,7,0,7,0,0,2,1,1,10,3,1,649.2575038487804,0
15862,0,2,1,10,1,5,1,1,2,0.9821381075216806,9,1,6,4,3,1,2,0,9,1,0,615.378565729026,0
15863,0,4,0,2,3,2,1,1,3,0.40640434427194494,1,0,6,0,4,1,2,0,9,3,1,573.0406404344272,0
15864,4,1,8,10,10,10,2,2,8,4.411664053313045,5,5,7,0,2,1,10,4,7,2,0,706.6234992159939,0
15865,3,5,8,4,10,7,5,1,2,2.911836034959911,5,1,5,10,7,1,6,7,10,4,0,652.2672690147124,0
15866,0,1,0,0,0,1,0,1,0,2.902533790841333,4,0,5,0,4,1,4,4,0,1,0,571.5213119498758,0
15867,4,3,6,2,2,2,0,1,2,0.8145411253233457,1,3,6,10,9,1,2,1,0,3,1,556.189463636821,0
15868,1,2,1,3,3,3,0,1,5,0.5379027092343394,3,0,7,0,2,2,1,2,10,2,0,619.5924194581531,0
15869,1,3,2,1,2,1,0,2,0,0.0,1,0,10,5,1,2,9,0,10,1,0,590.6062823593488,0
15870,0,4,8,5,1,1,5,1,7,5.5983272651224265,3,0,9,0,0,1,3,2,10,3,0,648.678661812098,0
15871,4,2,8,3,6,4,2,1,5,1.7853871034746576,8,0,7,3,3,2,8,1,3,3,1,666.0780806552119,0
15872,1,2,0,2,1,8,2,1,0,0.24753995560337516,2,1,6,1,9,1,0,0,1,1,0,561.6218019422844,0
15873,2,4,4,2,2,1,0,1,3,3.116825345166396,6,0,8,5,2,2,4,2,5,2,0,619.3273333875753,0
15874,3,0,4,10,6,10,3,1,7,0.6766204273312063,8,10,8,0,0,2,7,4,10,2,1,730.4837343476527,0
15875,3,2,0,3,9,2,3,1,5,0.4824764072345702,9,0,8,10,2,1,3,0,4,2,1,624.1070094371062,0
15876,0,4,0,1,1,0,0,1,4,0.0,4,0,7,10,10,1,0,0,2,3,1,542.0166998943774,0
15877,4,4,7,2,4,9,1,1,2,0.3259254639520749,2,0,8,1,8,2,0,1,8,1,1,620.6414819896527,0
15878,2,3,7,3,5,7,1,1,6,1.0,8,4,6,8,2,2,3,4,4,2,0,655.9902639388856,0
15879,2,1,1,8,3,4,4,1,8,2.7002597530850334,5,0,8,0,6,2,0,3,5,1,1,658.5234285761312,0
15880,2,3,6,4,0,8,0,1,0,1.984351407402904,10,3,6,0,5,1,5,0,5,4,0,625.5499245036893,0
15881,2,3,1,3,1,7,1,1,1,1.1495806426675657,7,1,6,5,3,2,1,1,3,1,1,606.6141193496019,0
15882,2,4,8,1,0,2,0,1,3,1.0708028067283797,1,0,6,0,3,1,0,4,10,1,0,601.1101823857191,0
15883,2,3,3,2,2,4,1,1,1,0.31954337364067475,6,0,6,4,2,2,2,0,9,2,0,612.620684939539,0
15884,1,2,2,7,0,6,0,2,3,0.7910901677599373,4,0,6,0,2,2,3,1,7,1,0,615.030644676148,0
15885,0,0,1,4,4,2,0,1,2,0.9746998518706899,1,1,5,10,2,2,0,5,9,1,0,606.6202401185035,0
15886,1,5,7,6,4,10,0,1,3,1.8343371162191948,7,0,7,0,3,1,8,1,5,2,1,653.6343371162192,0
15887,2,3,5,1,2,4,0,1,0,1.0,7,3,7,0,0,2,3,0,10,1,1,641.9918419703323,0
15888,1,3,3,2,0,4,0,1,1,2.2429407323887767,2,0,3,1,5,1,2,0,1,2,0,570.5898244619835,0
15889,1,4,1,3,1,10,4,1,8,0.0,9,0,7,0,2,2,6,1,10,1,0,664.8206269644285,0
15890,4,3,7,2,1,6,2,1,3,1.9078186529846402,3,2,7,0,2,2,0,2,2,1,1,641.738272020523,0
15891,2,3,2,1,0,2,0,2,1,0.2757146918735881,1,0,7,5,2,1,3,0,2,3,0,569.1271440756207,0
15892,1,3,2,2,0,4,0,1,1,1.4983232782025662,3,0,4,0,4,1,2,0,3,2,0,571.7270959022468,0
15893,1,2,2,5,9,6,3,1,0,5.562233777894564,6,5,7,10,0,1,2,5,0,3,0,621.770815585193,0
15894,1,3,0,1,0,2,0,1,4,9.07486835956601,10,1,4,9,3,2,9,0,10,1,0,613.1869283550581,0
15895,4,2,3,4,7,7,2,2,4,2.0,4,0,6,0,0,1,3,3,2,4,1,635.8272612546103,0
15896,4,0,9,10,10,2,4,1,9,2.11020582164324,10,9,6,0,1,1,5,9,10,2,1,741.0787735961925,0
15897,3,1,2,2,0,5,1,2,1,2.5176436184484086,2,0,7,5,2,1,0,1,6,1,0,581.8400116972755,0
15898,1,4,2,5,6,1,1,2,4,0.2103495799188686,1,0,8,5,0,1,5,0,9,3,0,602.857258487708,0
15899,2,3,4,3,4,10,1,1,6,1.6920331352896791,10,4,7,0,1,1,2,2,10,3,0,673.0688463894055,0
15900,0,4,2,2,1,2,0,2,0,0.7758047357929561,1,0,10,0,7,1,4,0,10,3,0,565.275472203392,0
15901,2,2,2,3,10,10,0,1,9,2.9412375042323866,2,4,9,0,3,2,10,7,4,3,0,686.1762874873028,0
15902,2,5,0,2,9,10,4,1,2,0.0,4,0,6,10,2,1,1,0,1,2,0,595.7941411537903,0
15903,1,3,4,1,2,4,2,1,6,0.5342422059764451,5,0,7,10,2,1,2,4,0,1,0,594.8890616319107,0
15904,4,2,7,7,3,4,5,1,5,3.5873325709020003,10,1,8,0,1,1,3,3,10,2,0,686.09907922232,0
15905,3,2,8,7,3,5,5,1,5,2.9174914655595785,9,0,7,0,1,1,4,2,9,2,1,685.1699658622383,0
15906,4,3,5,10,9,10,5,1,7,2.8245140468968337,7,3,7,5,4,1,10,0,3,2,1,681.613660970485,0
15907,1,5,0,0,0,1,0,2,1,0.35780135092827137,2,0,5,3,8,1,0,0,0,3,1,513.0275525636329,0
15908,0,3,2,10,8,10,2,1,7,0.6779052977806647,5,1,7,10,6,2,3,0,6,2,1,640.8475609937728,0
15909,1,3,0,3,10,9,1,2,1,2.0676008410556426,1,1,2,10,1,2,3,0,1,4,0,585.6940920156794,0
15910,2,4,2,1,0,2,0,1,3,0.7991409101377058,9,0,7,4,6,2,2,1,10,1,0,612.3807731808761,0
15911,4,3,1,7,6,3,4,1,5,3.7727757632907237,3,0,7,10,6,1,7,1,10,3,0,638.9078515030071,0
15912,1,4,3,1,0,9,0,1,2,0.5356778159704008,3,0,6,0,5,2,3,0,10,2,0,615.5964492376168,0
15913,2,3,0,5,0,3,0,1,0,2.9588165047207284,6,0,6,0,9,1,2,0,2,2,1,585.646461456137,0
15914,1,4,0,5,6,5,4,1,2,1.3296145416455878,1,0,7,0,1,1,3,2,5,2,0,618.4525352582533,0
15915,0,5,0,0,0,0,0,1,0,0.0,1,0,1,10,10,1,0,0,0,2,0,496.17634956404055,0
15916,2,1,1,2,2,6,0,1,0,1.0,2,0,8,0,2,2,1,1,6,2,0,614.2,0
15917,2,5,0,2,5,0,0,2,3,0.5188934865748083,1,3,7,4,3,2,5,0,2,2,1,583.1613089961755,0
15918,5,3,2,4,3,2,2,1,4,2.594776637376936,7,0,7,2,0,2,5,2,5,3,1,653.6058969209178,0
15919,2,2,4,6,3,5,4,1,5,3.466418327449896,3,3,7,0,2,2,3,1,6,2,1,653.1802235052951,0
15920,0,1,0,5,1,5,0,1,0,0.0,1,5,8,0,0,2,10,5,10,1,0,645.915989805457,0
15921,1,0,8,1,9,4,3,1,1,0.0,7,0,8,0,3,1,0,7,8,3,0,641.7574389499421,0
15922,1,2,4,1,4,5,2,1,9,4.388789108203242,4,0,6,0,2,1,4,3,10,4,0,650.0019283503775,0
15923,1,3,2,4,1,10,0,1,3,1.9473504626310387,7,2,7,4,3,1,1,1,2,2,0,613.2209574519445,0
15924,3,1,2,2,0,5,1,2,1,2.625304660213948,2,0,7,5,2,1,0,1,6,1,0,581.4739641552726,0
15925,1,2,0,3,0,3,0,2,2,1.0,2,1,6,10,0,1,2,2,1,3,0,558.2681813658993,0
15926,3,3,4,3,2,5,2,1,6,2.0,6,1,8,6,2,1,3,1,5,3,0,624.540838575998,0
15927,0,1,1,3,7,2,1,1,0,1.0,2,3,5,10,0,1,1,3,8,1,0,605.2594359636926,0
15928,2,2,10,2,1,5,2,1,6,2.0,6,0,7,0,3,2,2,1,5,3,1,653.5269021301292,0
15929,1,2,7,7,7,1,2,1,8,4.0,3,6,8,6,1,2,7,3,9,4,0,671.8607907034115,0
15930,0,4,0,1,0,4,0,2,3,1.59747586263193,1,0,6,1,0,1,1,1,10,2,0,576.7314179329486,0
15931,4,2,7,6,5,4,5,1,6,2.567665106837724,9,1,8,0,1,1,4,2,10,2,1,686.5592204882475,0
15932,1,4,7,1,7,10,5,1,3,1.0381923371020303,1,0,5,10,3,1,2,3,2,2,1,605.1312537932164,0
15933,3,3,2,2,0,3,0,1,2,0.0,2,0,8,0,5,1,0,0,10,2,1,607.5225671984243,0
15934,0,5,0,2,1,1,0,2,3,1.6720010380210055,2,8,6,5,10,1,0,0,0,2,1,537.083600051901,0
15935,1,1,7,4,6,7,0,1,2,0.0,5,0,6,0,0,1,0,3,9,1,0,644.221075154628,0
15936,4,4,4,4,4,5,1,1,5,2.449653119748117,6,1,7,10,0,1,3,1,7,2,0,628.0771704637607,0
15937,2,2,1,3,0,2,1,1,4,1.1865572966203575,3,0,7,3,2,2,2,0,2,2,0,606.9899179724653,0
15938,0,3,3,2,1,4,1,1,7,2.300588371746908,6,1,7,0,0,1,2,1,2,1,0,611.5300588371747,0
15939,2,1,2,5,0,9,0,2,7,1.9585578571525746,6,2,6,0,1,2,2,3,3,1,0,632.6147741785796,0
15940,2,1,9,5,4,2,0,1,8,4.384257978057757,4,5,8,6,2,2,3,3,9,3,0,667.8472260658267,0
15941,1,2,10,8,3,10,1,1,5,1.6709825621853378,6,0,6,2,9,1,4,1,10,1,0,653.340670355715,0
15942,0,4,2,0,2,6,0,2,3,1.0,2,0,6,1,3,1,0,0,8,2,0,573.11054777809,0
15943,3,4,2,2,2,2,1,1,6,1.7442790655949556,6,3,7,0,1,1,2,1,7,2,1,629.4771162623798,0
15944,1,1,0,2,1,2,0,1,5,2.6154983369193636,9,9,6,0,10,2,0,0,9,3,0,627.4922508315402,0
15945,1,3,0,1,1,1,3,1,3,0.0,1,1,7,10,1,2,2,0,1,2,1,587.3974072680998,0
15946,3,3,0,4,5,6,1,2,3,5.7816917114631945,2,0,5,10,4,1,0,0,3,3,1,569.6087323315415,0
15947,2,1,1,6,5,9,4,1,2,2.0,2,4,6,0,1,1,2,1,1,3,0,642.6251566749504,0
15948,4,4,4,2,3,2,3,1,2,2.0208611392915383,7,0,7,0,2,1,7,1,4,3,0,632.2041722278584,0
15949,3,1,9,5,3,5,3,1,6,1.0,9,0,7,0,0,1,6,4,3,3,0,673.920105471144,0
15950,0,4,3,2,2,2,0,2,0,1.6676853746448912,2,0,4,7,7,1,3,2,2,2,0,551.8292585014204,0
15951,4,2,4,2,5,3,3,1,4,3.0849572714387348,5,1,7,0,1,2,0,1,10,3,1,664.0254871814316,0
15952,1,2,1,5,1,7,0,2,2,1.5067231532162004,5,0,8,5,4,1,2,0,5,2,0,585.9784859097082,0
15953,2,3,0,4,2,3,3,1,2,3.75542053134272,4,0,8,7,2,1,3,0,3,2,1,599.0679096053722,0
15954,0,3,2,4,2,2,2,1,7,3.983693194380841,7,10,7,0,2,2,5,4,3,2,0,655.5904363555962,0
15955,4,3,5,1,1,2,0,2,2,1.0,8,1,4,0,8,2,9,0,10,2,0,618.6426172374146,0
15956,5,3,7,3,7,10,5,1,8,3.5103987320059162,7,10,5,5,1,2,6,9,3,1,1,716.9163200422664,0
15957,0,3,4,4,1,6,1,2,3,1.7964217196577574,4,0,7,0,1,2,3,1,5,2,1,615.9132012673497,0
15958,2,4,7,3,5,8,0,1,5,2.1595475937230666,6,0,7,4,0,1,0,0,4,1,1,620.1712309093292,0
15959,3,2,3,5,2,3,3,1,9,2.477419990265239,5,1,7,0,1,2,7,4,6,3,1,661.7729039883183,0
15960,2,2,3,2,1,3,2,1,3,2.117658345539069,7,2,7,0,1,1,2,5,3,2,0,628.4666538750557,0
15961,0,5,2,2,1,5,3,1,2,0.5840926338530592,1,1,5,6,10,1,0,2,1,2,0,560.4788724326506,0
15962,1,2,1,3,1,5,0,1,0,2.3075094159619014,2,2,6,1,2,1,2,3,4,1,0,596.67711511324,0
15963,4,2,5,4,9,3,4,1,6,0.3712351817940549,8,0,7,0,0,2,3,0,4,4,1,677.543147227309,0
15964,4,1,10,5,3,9,4,1,8,0.26464970133424737,8,1,7,3,0,1,2,3,10,1,0,689.8497134768047,0
15965,3,2,8,3,0,5,0,2,4,1.0,2,0,6,2,2,1,2,1,5,2,0,600.1122201649403,0
15966,3,2,7,5,6,6,4,1,8,1.0096897637860356,7,2,7,0,10,2,3,0,6,3,1,667.9290692913581,0
15967,5,4,5,4,8,4,4,1,7,1.4566994766367116,7,1,8,1,1,2,4,1,2,3,1,675.8236108897175,0
15968,0,2,2,7,4,5,1,1,6,0.513995867808725,2,1,7,10,2,2,1,0,1,3,0,603.1241780993862,0
15969,0,3,2,7,0,6,0,2,4,1.0,4,2,8,8,3,1,2,0,4,2,0,586.7349225939892,0
15970,0,2,1,3,9,2,1,1,0,1.0,3,4,5,10,0,1,1,2,8,1,0,604.0764255589669,0
15971,0,3,3,3,0,7,0,1,5,2.8134544904529544,6,1,7,9,5,1,2,1,3,2,0,590.8037695998003,0
15972,1,4,8,1,3,1,0,1,3,0.0,1,1,7,10,1,1,1,1,1,2,0,572.6092830703418,0
15973,2,1,10,10,0,4,1,1,5,0.0,2,1,6,0,0,2,10,2,5,2,1,670.1220161655212,0
15974,1,4,1,4,0,1,0,1,0,0.20704390539436845,4,0,5,10,1,2,1,0,2,2,0,571.6171824378423,0
15975,4,2,2,5,5,10,5,1,8,1.3449906611678915,4,1,8,0,1,2,0,5,6,2,1,673.6419663802044,0
15976,0,2,0,3,1,3,0,2,2,1.0,1,1,6,10,0,1,2,1,0,4,1,557.85358656641,0
15977,3,4,1,0,3,3,0,1,0,0.283854528608645,2,0,6,9,10,1,0,0,9,1,0,554.4703127171651,0
15978,1,4,7,8,7,4,1,2,9,1.718302059332463,2,4,5,2,8,1,3,1,6,2,0,614.4260473682324,0
15979,1,3,3,4,1,10,2,2,7,1.6161528481322036,4,0,8,1,3,2,4,3,4,2,0,632.8474598418247,0
15980,3,2,2,5,2,3,4,1,6,1.4658128070202485,5,3,7,2,2,2,3,1,5,1,1,653.8162364561312,0
15981,0,4,0,3,0,1,0,2,0,0.0,1,0,6,0,5,1,1,0,0,2,0,530.9592054214127,0
15982,1,5,1,9,2,4,2,2,5,1.2357920939592097,2,3,7,10,3,1,2,1,4,3,1,586.5610644228165,0
15983,1,1,4,7,1,5,1,1,2,3.0,5,3,7,0,0,1,2,3,7,2,0,641.6848004761815,0
15984,2,3,0,0,7,0,5,1,0,0.0,1,0,8,10,6,1,2,0,10,2,0,590.8890273112457,0
15985,1,1,1,0,1,0,1,2,6,3.1944338490139743,8,10,6,0,1,1,7,1,3,4,0,623.394433849014,0
15986,3,4,8,4,3,10,1,1,5,2.897621599678918,6,3,5,6,3,2,3,4,3,2,1,654.3246810935153,0
15987,2,5,2,3,1,2,0,2,1,1.0,5,1,6,4,8,1,1,1,2,2,0,553.2982789097512,0
15988,1,0,7,3,8,5,2,1,1,0.0,6,0,7,0,2,1,0,7,9,2,0,642.2277534514527,0
15989,2,5,2,3,4,3,1,1,2,0.0,2,0,5,2,5,1,2,0,1,2,0,577.1847592318306,0
15990,1,5,3,4,1,1,0,1,2,0.2765311447464778,1,0,6,0,0,1,4,0,9,2,1,593.3590054082292,0
15991,2,3,3,4,2,2,3,1,1,0.0,2,1,7,1,1,2,2,0,1,2,0,605.7622992332902,0
15992,1,4,0,4,3,3,0,2,2,0.09739339255355217,1,0,4,0,4,1,1,0,0,3,0,544.868862465318,0
15993,3,3,3,0,1,4,1,2,2,1.0,8,1,4,0,7,2,7,0,9,2,0,617.5494563219313,0
15994,3,3,1,1,1,3,0,1,8,1.0,6,1,7,0,3,2,2,0,8,4,1,634.4734550403197,0
15995,0,2,4,4,7,10,3,1,3,3.4764893960610044,4,0,7,1,1,2,7,1,3,2,0,656.829989342232,0
15996,1,4,1,3,3,10,1,1,6,0.6626212790083204,2,0,7,6,0,1,0,1,2,1,1,597.7711165930908,0
15997,1,3,3,1,5,4,0,1,0,1.8094769840907474,9,0,6,0,2,1,0,0,0,3,0,590.5287259525005,0
15998,0,1,0,1,1,2,1,1,5,0.6521232455304379,6,0,6,0,2,2,10,0,10,3,0,635.3216985964243,0
15999,4,3,2,4,2,3,0,1,2,0.3121480566964471,6,0,7,1,4,2,3,0,2,2,0,604.1444890809374,0
16000,1,2,2,3,1,1,0,1,1,0.7980918922742222,6,0,8,0,7,1,1,1,5,2,0,597.7365654060935,0
16001,2,3,2,4,0,3,0,1,3,1.4260412382318828,1,1,6,1,1,1,2,0,2,1,0,586.3301738824532,0
16002,3,4,2,1,6,8,3,1,2,0.0,1,0,7,0,3,1,1,0,1,3,1,603.5629753430688,0
16003,1,5,1,2,1,2,0,1,4,0.8231747333187891,2,0,5,0,9,1,0,1,1,2,1,555.4103814599433,0
16004,1,4,2,2,2,0,0,1,3,1.8025720397997849,8,2,4,8,3,1,7,1,5,2,0,601.24077161194,0
16005,4,4,1,3,1,2,0,1,5,3.206680447312876,9,1,7,4,0,1,2,2,7,1,1,629.7156577092467,0
16006,3,0,7,0,3,10,0,1,5,1.4740557142166724,8,0,8,8,0,2,0,0,6,2,0,649.0718142141442,0
16007,1,4,2,1,1,5,1,2,7,0.0,4,0,7,10,7,2,0,0,6,2,0,575.0437724027862,0
16008,1,3,7,10,9,9,4,1,2,3.3488709910177423,4,0,6,0,3,2,3,4,9,1,0,685.3674193393215,0
16009,0,1,4,6,3,5,2,1,4,1.5579756262171425,3,1,7,5,1,1,3,1,8,2,1,624.7971171291382,0
16010,3,4,5,3,5,2,3,1,2,2.669110637010828,10,0,6,0,3,1,7,3,7,2,0,633.5250238341631,0
16011,0,4,0,1,1,0,0,1,4,0.0,5,0,7,10,10,1,0,0,1,3,1,540.4555873185018,0
16012,1,4,0,1,7,4,1,2,4,3.6693904014593612,2,0,8,5,8,1,2,0,5,2,1,566.1563164744545,0
16013,0,4,0,2,0,4,1,2,4,2.0,2,1,6,0,0,1,1,2,10,2,0,577.8813651476329,0
16014,1,4,1,3,7,10,1,1,6,2.5505661647862623,10,5,5,0,6,2,10,0,8,1,0,657.7696603011283,0
16015,2,2,3,8,1,5,2,1,2,2.5878843711103867,4,3,7,0,0,1,2,3,7,2,0,641.7878843711104,0
16016,0,4,2,3,1,2,0,2,0,1.8971667097028675,2,0,4,6,8,1,3,1,1,3,0,550.5514166451486,0
16017,1,5,1,2,0,2,0,1,2,0.0,1,0,6,0,8,1,1,0,1,2,1,552.4525277820754,0
16018,2,4,0,1,0,0,1,1,3,0.0,1,1,6,1,1,1,1,1,1,1,0,574.2777522437488,0
16019,4,1,3,2,1,0,0,1,6,5.138075769767271,2,1,6,0,0,2,3,3,10,2,0,655.9033469611629,0
16020,4,4,2,5,3,2,5,1,3,0.7889236847102343,4,6,7,3,3,2,6,1,3,3,1,637.2916927635328,0
16021,3,3,3,3,2,2,2,1,5,2.0,7,3,7,0,1,1,2,2,5,2,0,629.822209099224,0
16022,1,3,3,2,1,3,0,1,7,1.9329761494006088,5,1,7,0,1,1,1,1,3,1,0,611.49329761494,0
16023,4,1,5,6,10,5,4,1,5,2.436419340309941,5,1,6,0,1,2,10,5,7,3,1,709.1708032534111,0
16024,3,5,1,1,9,5,5,1,4,1.473072029438982,10,0,6,0,9,1,5,0,10,2,0,644.4178457623551,0
16025,2,2,10,8,2,8,2,1,5,2.4463686465125853,4,0,7,2,7,2,2,2,8,1,0,655.9086589093066,0
16026,1,3,3,7,3,3,0,1,8,2.728432355348338,4,2,6,5,7,2,4,1,7,2,0,616.0086270578606,0
16027,0,4,0,2,1,1,3,1,0,0.0,1,0,9,0,2,1,0,0,0,2,0,569.5581433228475,0
16028,4,3,4,1,0,5,2,1,1,0.0,5,0,7,0,0,1,1,0,10,2,0,624.9680753283982,0
16029,4,2,1,3,0,9,0,1,5,0.03418776593915818,1,1,6,0,1,1,0,0,5,2,1,606.7418807979034,0
16030,5,3,0,5,7,4,4,1,6,1.039921058928515,8,3,7,10,6,2,1,0,5,3,0,649.1654017489286,0
16031,3,1,1,5,3,2,0,1,7,2.7540583829407463,4,0,7,0,0,2,0,2,10,2,0,648.7352678893826,0
16032,1,4,5,4,3,9,0,1,3,1.5377381751447068,6,3,6,5,0,2,4,1,1,1,0,638.9155654562138,0
16033,3,4,1,1,0,3,0,2,3,2.896606325516946,3,1,7,0,5,1,1,3,1,2,0,575.2189027256555,0
16034,1,2,7,2,3,1,3,1,1,2.280005933673827,3,0,6,0,0,1,4,2,8,2,0,616.3760100872455,0
16035,2,1,4,3,4,0,2,2,4,3.55059764605464,1,0,9,0,0,2,10,3,9,3,1,645.0821515257967,0
16036,1,4,7,2,0,3,3,1,2,3.0,1,0,7,10,0,1,0,5,8,1,0,611.1200417498909,0
