,FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,DAILY_STRESS
16274,1,4,2,3,2,3,1,1,7,3.797492359948534,4,2,8,0,0,2,4,5,10,3,0,667.3675025466838,0
16275,5,8,3,8,8,5,2,1,8,5.443897016858215,7,5,8,0,1,2,7,6,10,3,0,747.9673235797702,0
16276,2,7,5,2,9,4,0,1,6,4.4619059539633685,6,1,8,5,1,2,1,5,1,1,0,669.2950800405793,0
16277,3,3,4,4,5,2,3,1,8,1.0586469091805117,5,1,7,0,3,2,3,3,9,2,0,682.8557145637214,0
16278,3,6,8,7,10,5,1,1,8,8.886696495272536,7,10,8,9,1,2,4,4,6,1,0,721.332526472219,0
16279,4,3,3,3,1,4,2,1,6,0.40360100236159124,2,0,7,0,0,2,4,1,8,2,1,660.0614404009445,0
16280,1,5,4,1,10,0,2,2,3,0.7863450454961813,7,1,5,0,0,1,2,0,8,2,0,639.9892095803766,0
16281,3,3,8,9,9,3,2,1,7,2.2954455719725546,7,4,6,1,0,2,7,2,5,3,0,715.9567921587204,0
16282,5,10,10,9,10,10,5,1,2,6.618170904848542,8,2,7,0,0,2,10,4,3,1,0,747.7990944559242,0
16283,4,5,3,10,5,5,5,1,4,2.346524167952718,8,10,8,0,6,1,4,4,7,3,0,704.1207490886062,0
16284,3,2,3,2,3,2,0,1,9,1.3976123785528705,5,7,8,0,0,2,6,3,7,3,0,681.5483006549091,0
16285,5,6,4,9,6,5,5,1,6,5.2642762631586395,9,10,7,1,0,2,10,4,10,4,0,756.2420984368456,0
16286,2,8,5,4,8,3,0,1,1,2.6159988161203995,5,2,8,0,2,2,3,1,5,2,1,668.5159988161204,0
16287,2,6,2,0,3,1,1,2,3,0.96607939511778,4,0,8,0,1,2,6,0,7,4,0,633.3592952741413,0
16288,4,10,4,3,2,7,1,1,8,4.194398731797178,10,4,7,7,0,2,3,8,10,2,0,716.4102141365285,0
16289,0,2,2,3,4,2,2,1,5,0.7125383351027499,2,2,7,2,0,2,4,0,6,2,0,645.3801226723288,0
16290,3,3,10,2,3,3,0,1,8,2.686487873050886,7,6,7,0,0,2,5,8,6,2,0,703.1297318095764,0
16291,3,2,1,1,2,3,2,1,1,4.874149326799569,7,0,8,0,2,1,3,1,6,3,0,642.4804418604596,0
16292,4,2,9,9,10,8,3,2,6,5.0,7,6,6,10,1,2,4,3,5,2,1,701.423268877427,0
16293,1,9,10,10,10,3,4,2,5,3.7690615988051013,1,5,5,0,1,2,5,1,10,3,0,698.8079911754443,0
16294,2,9,7,4,6,3,4,2,6,4.0,3,2,8,0,1,2,6,5,4,2,0,692.3162648713339,0
16295,1,0,1,0,10,0,0,1,4,1.902846441691132,2,1,9,7,0,2,2,0,6,1,0,611.2825805245626,0
16296,4,6,8,9,6,3,5,1,8,2.891872370922001,7,2,8,0,0,2,3,2,4,2,0,714.2026610579669,0
16297,0,3,10,3,2,10,2,1,5,3.2762009582474265,1,4,7,0,1,2,9,6,2,1,0,685.6393741638144,0
16298,5,10,4,3,4,6,3,1,3,3.2028662385488555,10,7,5,0,2,2,4,3,3,2,0,710.4883120917917,0
16299,5,8,10,10,9,4,5,1,7,9.247297556580532,10,9,8,0,0,2,8,5,10,3,1,786.5645268325646,0
16300,5,10,8,10,6,6,5,1,5,7.6485048201186885,3,10,8,0,1,2,5,8,10,3,0,764.0594019280475,0
16301,3,3,10,9,10,8,2,1,6,7.069608111430165,7,7,8,2,2,2,10,5,7,1,0,737.7604412167145,0
16302,4,3,10,9,10,8,3,2,7,3.045332052643425,4,9,7,0,0,2,10,6,9,3,0,738.486400384207,0
16303,0,1,1,8,1,1,0,1,1,1.9650153694544719,1,1,6,9,0,1,2,0,0,2,0,576.5259446699639,0
16304,4,4,2,3,2,1,2,1,7,2.501786091382205,4,5,8,0,0,1,2,3,10,3,0,667.4498213908618,0
16305,3,2,5,4,6,3,1,1,6,10.0,5,3,6,5,0,1,5,2,5,2,0,675.6760262880525,0
16306,1,3,4,3,4,2,2,1,7,1.2933701301212905,9,6,5,0,1,2,3,4,5,2,0,673.5612155836119,0
16307,4,1,4,2,2,2,0,1,8,2.3899925829205144,5,8,8,0,0,1,5,5,9,2,0,684.5779985165841,0
16308,4,7,8,6,5,4,4,1,8,3.1903517594955373,8,9,9,0,0,2,5,1,9,4,1,743.266753768353,0
16309,5,10,10,9,10,10,3,1,10,10.0,10,10,9,8,7,2,10,10,10,3,0,786.6066443806461,0
16310,1,3,10,8,10,4,3,1,7,6.402331717297297,10,4,9,0,1,2,1,6,10,2,0,728.3195336565406,0
16311,5,5,9,10,10,9,4,1,6,6.267808732776617,9,9,6,0,0,2,10,9,9,3,0,773.5,0
16312,1,3,4,2,1,5,3,1,0,7.627136102463769,1,3,8,0,0,1,1,0,2,2,1,629.2414071018156,0
16313,3,3,8,10,5,3,4,2,6,3.1059058044037577,6,9,7,0,1,2,3,3,7,2,1,706.5987789716328,0
16314,1,3,4,2,4,3,2,1,8,1.0,9,4,4,0,1,2,3,3,7,1,0,674.8251400864552,0
16315,5,10,8,6,10,8,5,1,7,6.221054964867681,6,4,9,0,1,1,8,7,9,1,0,764.9381593530422,0
16316,3,7,9,6,7,9,4,1,7,5.7903943149956225,9,10,9,0,0,2,10,5,10,1,0,765.4946140913339,0
16317,4,5,9,2,3,5,5,1,7,2.8829938248297733,3,3,8,0,1,2,5,2,10,2,0,711.6627191430276,0
16318,1,2,5,0,6,3,0,1,8,1.4052652682706863,5,4,7,0,0,2,2,1,6,2,0,658.1110490439398,0
16319,4,3,4,8,10,5,3,1,4,3.1751717422188035,5,2,7,1,0,2,5,5,8,1,0,710.9864818519953,0
16320,2,3,4,2,8,4,1,1,7,3.689743650242737,7,1,7,0,0,1,4,1,6,1,0,676.4206837566505,0
16321,3,4,3,5,4,2,1,1,4,3.4005594272348634,6,10,8,0,6,2,4,1,7,2,0,680.2636979092931,0
16322,1,2,2,2,6,3,0,1,6,1.2244550726000942,4,1,7,0,1,2,5,1,6,2,0,653.3877157489468,0
16323,1,10,0,1,0,2,4,1,7,1.0153948916913085,10,1,6,0,0,2,2,10,10,2,0,690.4230923375369,0
16324,5,4,7,3,7,3,2,1,5,5.0,9,1,7,0,1,2,2,5,8,1,0,709.1,0
16325,1,3,3,3,3,2,2,1,4,1.0,5,5,6,0,0,2,4,0,6,3,0,646.8975187686564,0
16326,4,7,5,10,3,2,3,1,7,3.0,6,2,7,0,1,2,10,2,10,2,1,725.4209152861143,0
16327,5,10,5,4,3,6,1,1,8,2.957581015083817,10,5,7,0,1,1,4,3,6,2,1,701.0629977064802,0
16328,1,2,3,0,8,2,1,1,9,1.6009646823575654,5,3,7,0,1,2,3,3,7,2,0,661.9851128164951,0
16329,2,3,6,5,3,9,4,1,9,0.8398016066644267,2,9,7,0,0,2,10,3,3,3,0,711.3402975900034,0
16330,4,9,3,3,4,4,0,1,1,0.37708121149850227,10,0,7,0,0,1,5,0,10,2,1,679.400734789529,0
16331,2,4,6,4,7,0,0,1,4,8.362302490125144,10,0,8,4,0,1,0,7,9,2,0,673.0431828466426,0
16332,2,3,9,10,7,3,2,2,6,3.9310208633168306,6,5,6,0,1,2,9,3,9,2,1,704.8747076498828,0
16333,5,10,9,10,10,9,5,1,8,5.796213798254127,2,9,8,0,1,2,10,9,10,3,1,772.0146993175557,0
16334,3,10,5,10,5,4,2,2,9,0.008319942227192012,1,2,7,0,2,2,5,1,4,3,1,674.994176040441,0
16335,1,4,3,2,4,4,3,1,0,5.3985032442043135,1,2,7,0,0,1,1,1,1,2,0,629.2132834414734,0
16336,0,4,4,0,10,1,0,2,8,4.814749033897265,1,1,7,0,1,1,2,0,9,2,0,638.1835405432237,0
16337,2,7,4,4,6,2,2,1,8,1.4967686993524627,9,5,7,8,0,1,5,2,10,3,0,688.6496768699353,0
16338,2,7,7,7,6,2,0,1,7,3.914548663848559,6,1,7,0,0,2,5,5,6,2,0,686.2547327285425,0
16339,5,8,5,10,3,3,3,1,6,2.1319580545824826,5,4,7,0,2,2,10,1,10,2,0,721.32608045556,0
16340,1,10,5,1,5,4,0,1,8,0.7761349264663229,6,8,9,0,0,2,4,2,7,1,0,689.2831042401906,0
16341,3,4,6,6,10,4,2,1,3,6.040823233046268,7,4,7,0,2,1,7,8,8,2,0,712.8877530300861,0
16342,2,6,4,2,2,2,0,1,3,2.0,5,1,7,0,0,2,4,2,8,3,0,647.480759582515,0
16343,0,9,4,4,8,1,0,1,0,0.009054161580370979,7,0,7,0,0,2,0,0,10,1,0,657.6674050183107,0
16344,5,10,10,10,10,10,5,2,10,10.0,10,10,7,0,0,2,10,10,10,3,0,798.6199625800209,0
16345,3,3,8,4,1,8,5,1,9,4.613291684887379,2,0,8,4,0,2,3,10,6,2,1,700.180062472669,0
16346,3,3,0,0,0,0,1,1,3,2.724623506208129,6,1,8,0,4,1,2,1,8,2,0,620.7507529875838,0
16347,1,0,0,1,2,0,0,2,0,0.2420220799808772,3,0,6,0,1,1,1,0,5,2,0,569.8430958717438,0
16348,2,3,2,4,7,2,2,1,1,1.2859472766218731,3,7,7,0,0,2,3,4,4,1,0,668.0153574724607,0
16349,5,4,9,3,9,4,1,1,5,5.0,9,1,7,0,1,2,1,5,7,1,0,709.1,0
16350,2,9,8,1,2,0,0,1,1,0.1992703364668008,3,1,7,0,0,2,9,0,6,2,0,664.0449617120257,0
16351,3,10,8,6,10,7,4,1,9,8.245059906691036,8,9,9,0,1,1,10,8,9,1,0,765.4573129020256,0
16352,5,8,10,4,8,1,3,2,4,1.2612768492734336,10,3,7,0,0,2,6,1,5,3,0,701.1919152739101,0
16353,4,0,1,1,2,4,0,1,5,1.0,2,10,5,6,0,1,4,8,9,2,0,645.9288656634238,0
16354,3,4,6,3,1,9,5,1,9,4.2483762603698,1,0,9,1,0,2,4,10,8,3,1,700.7274356094454,0
16355,1,0,9,10,2,3,1,1,4,3.7855935170068356,9,10,6,0,0,2,5,1,9,3,1,701.7722014911562,0
16356,2,4,9,3,8,4,1,1,8,4.729193671963028,7,0,8,0,1,1,8,4,3,1,0,685.452048226448,0
16357,5,5,5,10,10,9,4,1,9,5.247559770279887,6,9,2,0,0,2,10,9,10,3,0,769.2179233338117,0
16358,2,5,2,4,4,0,3,1,9,9.624842225542926,2,0,5,0,0,2,4,3,7,3,0,669.4311369283058,0
16359,3,5,5,6,10,2,4,1,8,2.0,8,10,6,0,1,2,8,2,8,3,0,733.3608606051886,0
16360,3,1,2,4,3,10,1,1,6,4.732733474786166,6,4,8,0,0,2,7,4,9,2,0,696.4096059735479,0
16361,2,3,1,3,2,1,3,1,1,1.9663413764128181,4,1,7,0,1,1,4,0,6,4,0,642.9033658623588,0
16362,1,0,6,5,6,2,5,1,5,3.32712833140192,6,10,8,2,0,2,3,3,9,3,0,697.3914866743924,0
16363,2,1,3,1,3,1,0,1,8,1.0,3,1,6,6,0,2,4,3,9,2,0,641.7976309748276,0
16364,3,2,1,1,4,0,2,1,2,1.9029814203535744,6,1,7,3,4,2,2,0,5,3,0,619.9884286334067,0
16365,5,10,10,10,10,2,5,1,7,4.838491833843025,4,1,7,0,0,2,5,4,10,3,1,747.6783342978594,0
16366,5,5,7,6,5,1,1,1,8,3.0,5,10,6,0,2,1,4,6,10,3,0,712.3762890191861,0
16367,4,9,7,3,9,1,2,1,8,3.354032389916465,5,10,7,0,0,1,1,3,10,1,0,710.2071372484039,0
16368,4,0,9,0,2,2,0,1,6,1.0,2,10,6,9,0,1,4,8,6,2,0,647.8586920670788,0
16369,3,8,7,6,4,2,2,1,10,4.088507932227396,4,7,8,0,0,2,5,6,7,2,0,726.3756952271799,0
16370,1,7,5,3,2,2,0,1,2,1.799717982132374,5,1,7,0,0,2,2,1,10,3,0,648.3420305286469,0
16371,5,8,10,10,7,8,3,1,8,8.0,9,9,8,0,0,2,8,7,10,2,1,786.6952455764904,0
16372,5,10,9,10,10,10,5,1,10,8.714407468339695,10,10,7,0,0,2,10,10,10,2,0,799.248405843058,0
16373,1,10,7,2,3,4,5,1,5,4.834578246521822,4,2,6,0,10,2,6,3,7,3,0,677.3200791185466,0
16374,3,5,7,5,8,2,0,2,6,5.828407806664959,8,2,6,2,0,1,1,8,9,1,0,673.9650143169168,0
16375,5,1,1,1,9,10,0,1,9,4.931541280666422,5,5,9,0,0,2,5,9,9,2,0,724.2738348773344,0
16376,2,2,3,2,1,0,2,2,5,0.3711129384301278,2,0,7,0,0,1,2,0,10,4,0,623.0639934216515,0
16377,4,9,8,9,6,5,5,1,8,5.0792333915366426,5,2,7,0,1,1,5,2,7,3,1,718.3513730772388,0
16378,5,6,6,10,4,3,4,1,6,2.415551090242574,4,3,8,0,0,2,10,2,8,3,0,724.4428938007331,0
16379,2,2,3,3,6,5,2,2,3,2.4616680567442866,2,5,7,4,1,1,4,2,6,3,0,636.0393427858612,0
16380,2,5,10,4,10,5,4,1,7,0.0,5,8,7,0,0,2,10,7,1,1,0,713.3311464856179,0
16381,5,6,8,10,10,8,3,1,7,7.263102160166842,9,7,6,0,0,2,10,8,8,3,0,773.5,0
16382,4,10,6,4,10,5,3,1,10,7.372076534919016,8,9,8,0,2,2,3,10,9,2,0,759.9,0
16383,4,6,8,8,7,3,3,1,7,2.6664630475268356,7,5,6,0,0,2,6,2,3,2,0,715.1,0
16384,2,1,1,0,4,0,0,2,3,1.6378389197430012,2,3,7,1,4,1,1,2,5,2,0,590.3574774053504,0
16385,3,10,3,8,9,7,5,1,9,4.363036269202965,1,0,7,0,0,1,10,2,10,3,0,717.9013202077534,0
16386,1,1,6,5,6,2,5,1,5,3.369752780543842,6,10,8,1,0,2,3,3,9,3,0,697.2209888778247,0
16387,1,3,3,3,3,1,0,2,4,1.2483836087432074,2,0,7,0,0,1,4,1,9,2,0,614.9051724520218,0
16388,4,1,2,0,0,0,0,2,5,3.1163824908504587,4,0,7,0,2,1,2,0,8,4,0,618.965801841263,0
16389,4,9,5,7,5,8,4,1,6,6.289594665186651,8,1,7,0,0,2,8,6,10,4,1,736.4027162656306,0
16390,4,8,8,4,6,2,5,1,3,1.4425455148147455,7,1,8,0,0,2,5,1,7,3,0,702.6144366107404,0
16391,4,8,5,6,5,7,3,1,5,5.402710701692474,9,1,7,0,1,2,8,7,10,4,1,735.7818974911847,0
16392,3,3,5,3,5,3,4,1,9,3.127438757062147,8,10,8,0,0,2,10,3,9,3,0,725.9,0
16393,5,8,10,10,10,10,5,2,10,10.0,6,10,8,4,0,2,10,8,9,3,0,778.385618405165,0
16394,4,10,8,6,10,7,4,1,7,6.350513525305985,6,5,9,0,0,2,8,7,10,1,0,764.8701027050612,0
16395,4,7,8,8,3,6,2,1,7,2.8771493312365792,3,2,7,4,0,2,10,3,8,2,0,712.5029487122993,0
16396,5,5,1,3,2,4,1,1,9,6.556080545493622,7,7,9,0,2,2,4,5,8,1,0,709.7443919454506,0
16397,2,10,5,1,9,2,1,1,9,3.0657399863250268,1,0,8,0,0,2,10,2,7,2,0,690.50876533151,0
16398,3,10,4,3,4,4,2,1,8,1.3010460778343131,4,4,6,0,3,1,10,1,10,1,1,698.7837658802035,0
16399,4,2,5,2,4,4,0,1,5,4.507893727890392,6,10,8,3,1,1,6,5,8,2,0,692.3634193374136,0
16400,3,7,4,1,3,2,1,2,5,3.056176077347439,1,0,9,0,0,2,0,4,8,4,1,648.5662943535915,0
16401,1,5,10,7,6,6,5,1,3,3.0,5,4,6,1,10,2,4,1,3,2,1,674.9348627399513,0
16402,1,1,2,0,3,0,0,1,1,0.07288937114157268,1,0,7,0,0,1,4,0,1,2,1,587.8804403452966,0
16403,1,8,6,2,5,8,0,1,9,0.21078643621561044,2,5,8,9,0,2,8,1,8,3,0,682.4634830452695,0
16404,1,3,6,3,9,2,0,1,8,2.2355592719244957,4,4,8,9,2,1,3,2,9,1,0,658.0306845052376,0
16405,1,3,3,4,7,3,2,2,1,1.5903289466240074,1,1,6,0,0,2,2,3,1,2,0,629.1,0
16406,2,2,5,1,4,0,3,1,4,0.655173714524338,5,5,7,8,2,1,3,1,7,1,0,637.934478856427,0
16407,5,0,1,2,1,3,0,1,7,2.9590536080590826,1,1,8,0,1,2,1,6,10,4,0,647.5575977834251,0
16408,2,1,4,9,9,0,0,1,3,3.0,5,1,9,9,0,1,1,0,6,2,0,636.4220198239112,0
16409,4,10,9,9,7,5,5,1,9,1.8023130713561322,2,8,5,0,8,1,10,1,10,3,1,715.3913986014475,0
16410,1,10,5,8,6,4,1,1,2,2.1409838912862895,5,5,7,6,0,2,9,4,5,3,0,691.3281967782572,0
16411,1,7,5,3,2,2,0,1,2,1.814353295098757,5,1,7,0,0,2,2,1,10,3,0,648.236656275289,0
16412,2,9,8,7,6,6,4,1,8,4.6568775399558735,2,2,7,2,1,1,10,4,9,2,1,713.8634852004857,0
16413,1,4,9,4,10,3,0,1,6,1.354928164469476,5,5,7,0,1,2,6,4,8,3,0,698.2774640822348,0
16414,4,1,5,0,2,0,0,1,8,3.4423770567734855,10,0,7,10,0,2,0,0,9,2,0,649.3211885283868,0
16415,1,2,8,3,4,3,2,1,6,5.370268619748968,10,10,8,3,1,2,10,10,7,1,0,717.2647283267866,0
16416,1,1,9,6,1,2,3,2,0,1.1104318634111028,1,4,9,0,0,1,7,1,3,2,1,629.0503253482656,0
16417,5,10,10,10,8,10,4,1,10,9.4216251074081,9,10,9,0,7,2,10,9,10,3,0,785.9686500429633,0
16418,4,0,10,0,3,1,1,1,5,1.929420625967407,2,7,7,9,1,1,4,6,6,2,0,646.48194631092,0
16419,2,3,9,9,9,2,0,1,9,2.5000861072047575,4,5,7,0,0,2,3,8,10,1,0,704.8003099859371,0
16420,4,7,4,5,3,10,0,1,4,2.0,6,4,7,10,1,2,6,4,5,3,0,682.1295299964615,0
16421,4,4,3,8,10,5,3,1,6,3.071107629759345,6,1,6,1,0,2,7,4,7,2,0,710.7531060631511,0
16422,3,6,4,5,8,4,3,1,8,4.28622804965778,6,3,7,0,0,2,3,4,1,2,0,706.2215570124145,0
16423,1,3,1,0,4,1,0,1,4,0.707578317472872,4,1,8,0,1,2,8,1,6,2,0,650.9386325237907,0
16424,3,5,3,3,9,2,0,2,4,2.8285555979060812,7,1,6,0,1,1,1,1,5,1,0,632.1200110814658,0
16425,2,1,2,3,2,4,3,2,4,3.2107071516803143,1,9,7,0,1,2,6,4,10,3,1,667.8481821825613,0
16426,4,10,5,9,10,10,5,1,8,7.384408336638509,7,10,7,0,1,2,10,9,8,2,0,786.3614245851512,0
16427,5,1,6,10,5,7,5,2,4,5.0,4,5,6,0,0,2,3,6,3,3,1,697.8638019566408,0
16428,3,8,4,0,3,1,0,1,4,2.858445051007518,2,0,9,0,0,2,0,4,8,3,1,648.5009115357053,0
16429,2,1,5,3,6,2,2,1,3,1.3267425420300407,5,5,6,5,1,1,3,1,8,1,0,635.5930298318798,0
16430,4,4,8,8,10,3,1,1,3,2.6455750512069454,7,5,6,1,2,2,8,6,6,4,0,714.260752433431,0
16431,2,4,10,4,10,4,0,1,7,1.0,5,5,8,0,2,2,7,4,8,3,0,698.1,0
16432,5,4,3,10,4,1,4,1,8,10.0,10,10,6,0,0,2,3,7,10,4,1,748.088129543814,0
16433,1,9,8,5,8,5,4,1,9,5.257916598853869,2,2,7,0,1,1,10,4,9,1,0,714.0897430363419,0
16434,4,9,5,3,3,6,1,1,8,5.307703887750769,10,5,7,9,1,2,4,9,9,2,0,715.9205135925167,0
16435,2,3,9,5,9,2,1,1,7,1.0,4,5,7,0,1,2,5,3,8,3,0,698.6105499662528,0
16436,3,2,3,1,2,0,1,2,6,1.0,2,0,7,0,0,1,5,1,10,3,0,618.5221930677238,0
16437,4,3,6,10,9,3,3,1,8,8.50313247255154,7,7,8,0,1,2,6,10,10,2,0,754.7125298902062,0
16438,2,6,5,8,8,4,3,1,5,1.0,5,0,8,0,1,1,1,1,9,1,0,678.1071124426675,0
16439,3,6,5,4,3,4,4,1,5,1.0,6,0,8,0,2,1,3,4,9,4,0,680.3788512382105,0
16440,5,10,10,10,10,2,5,1,7,8.707763131987349,10,10,7,0,0,2,8,3,10,4,1,784.578539445186,0
16441,4,10,9,7,10,6,5,1,7,6.0,9,2,7,0,1,2,8,5,10,1,0,762.2862748754445,0
16442,5,10,10,9,6,10,1,1,10,8.282471441301055,8,10,8,0,0,2,10,7,10,2,0,785.7248421574963,0
16443,3,4,8,7,7,0,3,1,7,1.2516441463342602,4,6,6,0,0,2,3,2,9,3,0,698.9722049512318,0
16444,5,10,7,10,10,4,5,2,10,6.439210601249718,8,3,7,0,0,2,10,3,10,3,1,752.5600259336264,0
16445,3,5,8,4,10,0,3,1,8,0.7789064899691509,10,10,7,0,0,2,8,2,9,2,1,733.6841798674769,0
16446,2,6,4,4,5,2,1,1,7,2.1603654061197433,9,6,7,10,0,2,5,2,10,3,0,688.8443288655078,0
16447,1,6,9,10,10,10,2,1,9,6.673645417474908,2,10,7,3,0,2,10,8,8,3,0,746.1104681262124,0
16448,2,10,7,10,9,7,4,1,9,3.3585065114785615,7,10,7,3,0,2,10,3,10,2,0,748.6783409531224,0
16449,5,10,10,9,7,10,1,1,10,8.612100818979686,8,10,8,1,0,2,10,7,10,2,0,786.1039159418266,0
16450,4,3,9,9,9,3,3,1,5,1.0,1,5,6,0,1,2,8,3,10,3,0,702.712727908758,0
16451,0,3,3,9,9,4,5,1,9,1.23510260030044,1,4,6,0,1,1,10,7,0,2,0,698.7645718202103,0
16452,3,2,2,1,2,3,1,1,8,3.330568980285915,5,9,7,0,0,1,4,8,10,2,0,684.0058051413996,0
16453,1,0,6,0,6,0,0,2,7,1.9980078647809298,2,1,7,0,0,1,3,0,7,1,0,612.4966133701275,0
16454,2,6,4,3,4,3,2,1,7,2.2812603821464696,8,7,7,8,0,2,5,2,9,4,0,689.0093864203611,0
16455,5,10,10,4,8,4,3,1,7,3.732401049058379,6,10,7,0,0,2,10,4,7,1,0,754.709883881516,0
16456,4,2,4,1,1,1,0,1,8,0.9701333001734811,1,1,8,0,1,2,1,0,6,3,0,643.923173414575,0
16457,4,4,2,4,1,3,4,1,2,0.8386371989446163,1,4,7,1,0,1,3,5,9,2,1,658.3065893220053,0
16458,4,4,9,5,6,3,5,2,7,7.91644566248931,9,1,7,4,8,2,9,0,7,1,0,694.0919097712617,0
16459,5,9,3,4,0,0,4,1,9,6.923484134250852,9,5,7,0,0,2,10,7,10,3,1,726.0560033771943,0
16460,0,0,1,2,0,8,0,2,4,0.8342518230347793,1,0,8,0,0,1,3,0,9,3,0,600.748071171627,0
16461,2,3,5,5,10,5,3,1,4,9.235988744882027,6,4,7,0,1,1,7,8,9,1,0,711.9292033765354,0
16462,0,10,4,2,5,4,1,1,7,0.48307368340336354,5,8,8,0,0,2,4,2,7,2,0,688.155077894979,0
16463,2,2,3,2,1,0,2,2,5,0.35427132721721566,2,0,7,0,0,1,2,0,10,4,0,623.124623222018,0
16464,4,8,6,8,6,5,3,1,9,9.683963546556,7,8,7,5,1,2,2,8,8,3,0,729.2157236124149,0
16465,1,2,7,3,5,5,3,1,5,6.44472260949634,10,8,7,3,2,2,10,10,6,1,1,718.8450981323164,0
16466,4,5,7,8,10,3,5,2,8,2.5576737123406152,10,6,7,0,1,2,10,4,7,3,1,731.2653635406526,0
16467,1,2,1,0,2,0,0,2,2,0.6077526830956526,3,2,8,0,4,1,1,1,7,2,0,594.2047989739722,0
16468,4,7,4,4,5,5,2,1,8,5.754647685833789,4,5,7,0,0,2,3,4,6,1,1,708.9658021318348,0
16469,2,9,7,4,6,3,4,2,6,4.0,3,2,8,0,1,2,6,5,4,2,0,692.4305141809592,0
16470,3,9,10,10,6,10,3,1,10,9.217934261745203,3,10,7,0,1,2,10,8,10,3,1,782.3551643456369,0
16471,3,5,7,7,9,4,0,1,6,1.765796629073666,6,3,6,0,1,1,1,5,9,1,0,675.0962914611495,0
16472,4,4,4,8,8,4,1,1,8,3.0,9,10,7,0,0,1,3,1,9,2,0,705.9415093155528,0
16473,5,8,10,10,10,10,5,2,9,9.83945121085382,5,10,8,3,0,2,10,8,10,3,0,777.9631905360094,0
16474,1,2,3,8,3,2,1,2,3,2.616300485925724,3,2,7,3,2,1,1,0,3,2,1,602.9256413605921,0
16475,3,10,5,2,5,4,0,1,8,3.886243113655808,6,5,7,0,1,2,2,5,7,1,1,692.321560778414,0
16476,3,2,1,3,3,2,3,1,1,2.7526746894300342,8,1,6,0,0,2,0,4,8,4,0,664.3494650621141,0
16477,5,10,10,10,10,10,5,1,10,10.0,10,10,7,0,0,2,10,10,10,1,0,815.5850057664827,0
16478,2,10,10,10,4,4,5,1,5,3.459094996161919,10,0,7,0,1,2,7,2,10,3,1,734.0504345188066,0
16479,1,8,4,3,8,6,0,2,7,3.3035701929638925,9,3,7,9,1,1,7,1,7,2,0,660.4250051895517,0
16480,4,9,8,10,8,9,5,1,5,6.595707807636341,9,10,7,0,0,2,10,7,10,3,0,785.6,0
16481,4,10,10,3,4,5,1,1,6,2.82830609229455,8,4,8,0,0,2,6,3,7,2,1,721.6756389292977,0
16482,3,10,9,3,6,6,1,1,8,2.499887247923373,6,5,8,0,0,2,6,6,6,2,1,724.7502593297762,0
16483,5,10,10,10,10,10,5,1,10,10.0,10,10,8,0,0,2,10,10,10,3,0,817.8518388583057,0
16484,1,8,7,9,5,3,5,1,7,5.129473033730616,3,2,7,0,1,1,7,1,7,2,0,708.9027328091298,0
16485,4,4,9,9,8,3,3,1,7,2.0,7,3,6,1,0,2,6,2,4,3,0,714.0679729794115,0
16486,3,9,8,8,6,5,5,1,8,5.4674959335840185,4,2,7,0,1,1,7,2,8,3,1,716.6430178922303,0
16487,5,5,10,10,10,9,4,1,6,6.0,8,10,7,0,0,2,10,9,10,3,0,773.2576712514243,0
16488,1,1,7,6,6,3,1,1,5,3.0,1,4,8,8,1,1,3,3,4,2,0,637.5310083912788,0
16489,5,4,2,2,3,4,1,1,8,0.23440781136046684,3,1,7,0,0,1,2,1,10,3,1,669.9718290640953,0
16490,1,5,10,7,10,3,3,1,7,6.662793424434248,10,4,9,0,1,2,1,5,10,1,0,728.2674413151132,0
16491,1,5,9,5,9,7,2,1,9,0.7142098240716593,2,4,7,0,0,2,10,4,3,1,0,712.4143054457414,0
16492,4,4,4,4,2,2,4,1,2,2.384147294048738,2,2,7,2,1,1,3,3,10,2,1,658.4152441882146,0
16493,1,2,3,1,2,0,4,1,1,6.762487316983084,9,1,6,0,0,1,8,1,10,3,1,673.4681277479871,0
16494,4,9,5,8,10,3,2,1,8,5.1755781195640775,8,4,8,0,1,2,4,9,6,3,0,744.3972062449265,0
16495,4,4,2,4,1,2,4,1,2,1.2086504447624427,1,4,7,2,1,1,3,5,10,2,1,658.0625951334288,0
16496,3,6,10,10,10,9,4,1,5,2.7956836166010297,5,0,7,0,2,2,10,2,9,2,0,733.7634531067192,0
16497,2,1,10,1,3,2,3,2,4,1.9687797441648835,2,2,7,9,0,2,6,1,8,2,0,639.5453645522886,0
16498,4,10,6,8,3,3,2,1,8,1.0,7,1,8,0,0,2,3,2,7,2,1,697.7773444950494,0
16499,1,2,5,6,4,7,3,1,5,0.0,10,2,6,0,2,2,4,1,5,3,1,680.3196186709018,0
16500,4,5,7,5,4,2,0,1,7,2.0,9,3,6,0,1,1,2,4,9,1,0,674.9342064908583,0
